证券代码,证券名称,风险评分,风险项,风险项数量,风险详情
603598.SH,引力传媒,75,高负债率;短期负债风险;财报亏损,3,"截止20230630,公司负债率为85.842%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;最新年报20221231净利润：-1.00亿"
300470.SZ,中密控股,95,应收账款占收入比例过高,1,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为100.31%"
300467.SZ,迅游科技,74,最大客户占营收比过高;财报亏损;股权冻结;股权分散;股权被司法拍卖,5,"根据该公司20221231的数据：第一大客户占公司全部营业收入比例69.78%;最新年报20221231净利润：-2084.74万;2023-03-31,迅游科技：关于持股5%以上股东股份被司法冻结的公告;袁旭(第一大股东)持股比例为8.83%。;迅游科技：关于公司持股5%以上股东股份被司法拍卖的进展公告"
300441.SZ,鲍斯股份,92,控股股东高质押,1,该公司存在控股股东质押比例超80%
002164.SZ,宁波东力,71,营业外支出过大;扣非净利润陡降风险;短期负债风险;控股股东高质押,4,"截至20221231,该公司营业外支出超过营业利润的20%;截止20230630，公司扣非净利润相比去年同期降幅超过50%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;该公司存在控股股东质押比例超80%"
002721.SZ,*ST金一,-33,负债率逐年递增;短期负债风险;流动性风险;高库存隐忧;会计师事务所变动;诉讼风险;审计报告保留意见;股权被司法拍卖;可能终止上市;*ST股票,10,"截止20221231，资产负债率逐年递增10%以上且最近年度高于70%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;截止至2023-06-30，流动比率小于1，速动比率小于0.5;截止至2023-06-30，货币资金占总资产不足15%，应收票据与应收款项之和占总资产超20%，存货占总资产超15%且存货周转率低于1.2 或 非房地产公司的存货超总资产的50%;最近1-2年内,会计师事务所发生变动;截止至2023-09-26，公司近三年内诉讼仲裁次数大于2次;如财务报表附注十二（一）所述，金一文化对以前年度更正计提存货跌价准备63,719.18万元，我们对存货损失实施了包括盘点、计价测试、利用第三方评估机构工作、检查合同、原始入账凭证等程序，但我们仍无法获得充分适当的审计证据，判断上述资产损失形成过程。我们按照中国注册会计师审计准则的规定执行了审计工作。审计报告的“注册会计师对财务报表审计的责任”部分进一步阐述了我们在这些准则下的责任。按照中国注册会计师职业道德守则，我们独立于金一文化，并履行了职业道德方面的其他责任。我们相信，我们获取的审计证据是充分、适当的，为发表保留意见提供了基础。;*ST金一：关于公司持股5%以上股东部分股份将被司法拍卖的提示性公告;;"
300854.SZ,中兰环保,75,营业外支出过大;扣非净利润陡降风险;清仓式减持;拟大比例减持,4,"截至20221231,该公司营业外支出超过营业利润的20%;截止20230630，公司扣非净利润相比去年同期降幅超过50%;1、公司股东深圳市创新投资集团有限公司（以下简称“深创投”）持有公司股份2597849股（占公司总股本比例2.62%），深圳市罗湖红土创业投资有限公司（以下简称“红土创业”）持有公司股份1756800股（占公司总股本比例1.77%），深圳市红土创客创业投资合伙企业（有限合伙）（以下简称“红土创客”）持有公司股份600000股（占公司总股本比例0.61%）。深创投及其关联方红土创业、红土创客，合计持有公司股份4954649股（占公司总股本比例4.9999%）。
    上述股东计划通过集中竞价交易、大宗交易方式及/或其他合法方式减持公司股份不超过4954649股（占公司总股本比例4.9999%）。
    2、上述股东减持期间为集中竞价交易自公告披露之日起十五个交易日后六个月内（2023.6.13-2023.12.13）；大宗交易自公告披露之日起三个交易日后六个月内（2023.5.26-2023.11.26）。(公告日期：20230522);1、公司监事汪伯元先生持有公司股份720500股（占公司总股本比例0.7271%），计划通过集中竞价交易方式减持公司股份不超过30000股(占公司总股本比例0.0303%)。
    2、上述股东减持期间为自公告披露之日起十五个交易日后六个月内（2023年7月5日至2024年1月4日）。"
002117.SZ,东港股份,100,,,
300253.SZ,卫宁健康,82,扣非亏损;财务粉饰;协助有关机构调查;股权分散,4,该公司最新财报显示净利润为正，但扣非净利润为负;截止至2023-06-30，非经常性损益6170万>3*净利润1659万、净利润1659万>500万;近期该公司实控人或董事长在协助有关机构调查;周炜(第一大股东)持股比例为8.22%。
300766.SZ,每日互动,82,市盈率过高;扣非净利润陡降风险,2,该公司最新财报显示净利润为正，但TTM市盈率超过300;截止20230630，公司扣非净利润相比去年同期降幅超过50%
002819.SZ,东方中科,90,财报亏损,1,最新季度20230630净利润：-6025.73万
301095.SZ,广立微,86,存货同比大幅增加;大比例解禁,2,"截止至20230630，该公司存货超过2亿且超过本期收入的1/3，存货相对去年同比增幅大于100%;广立微首发、公开增发网下配售股份,在三个月内解禁2082.67万股，解禁比例10.41%>8%"
002553.SZ,南方精工,82,财报亏损;交易所公开谴责,2,最新季度20230630净利润：-1236.08万;于2023-08-18公布关于对江苏南方精工股份有限公司及相关当事人给予公开谴责处分的决定TXT:http://reportdocs.static.szse.cn/UpFiles/cfwj/2023-08-18_002553101821.pdf
603556.SH,海兴电力,100,,,
301353.SZ,普莱得,100,,,
300031.SZ,宝通科技,90,财报亏损,1,最新年报20221231净利润：-3.96亿
002463.SZ,沪电股份,95,股东退出,1,"最新一个报告期,公司有超过5个非自然人股东有退出或减仓"
688099.SH,晶晨股份,90,扣非净利润陡降风险,1,截止20230630，公司扣非净利润相比去年同期降幅超过50%
300798.SZ,锦鸡股份,75,营业外支出过大;子公司风险;拟大比例减持;已大比例减持,4,"截至20221231,该公司营业外支出超过营业利润的20%;锦鸡股份：关于子公司收到行政处罚决定书暨发生火灾事故的进展公告TXT:http://static.cninfo.com.cn/finalpage/2023-04-03/1216299446.PDF;1.合计持有公司股份46487900股（占公司总股本比例11.13%）的股东许江波及其一致行动人上海兆亨投资有限公司计划以大宗交易方式和集中竞价方式减持本公司股份25000000股（占本公司总股本比例5.98%），以大宗交易的方式减持的，计划在本公告披露之日起3个交易日后的6个月内进行；以集中竞价的方式减持的，计划在本公告披露之日起15个交易日后的6个月内进行。
    2.持有公司股份37156907股（占公司总股本比例8.89%）的股东湖南臻泰股权投资管理合伙企业（有限合伙）-珠海大靖臻泰化工投资企业（有限合伙）计划以大宗交易和集中竞价方式减持本公司股份16700000股（占本公司总股本比例4.00%），以大宗交易的方式减持的，计划在本公告披露之日起3个交易日后的6个月内进行；以集中竞价的方式减持的，计划在本公告披露之日起15个交易日后的6个月内进行。;截止至20230913，该公司重要股东近半年已减持的股份占总股本的比例为：6.76%"
835305.BJ,云创数据,80,应收账款坏账风险;财报亏损;会计师事务所变动,3,"截止至2023-06-30,该公司应收账款(应收票据)周转天数大于500;最新季度20230630净利润：-1662.77万;最近1-2年内,会计师事务所发生变动"
301381.SZ,赛维时代,100,,,
300882.SZ,万胜智能,100,,,
603289.SH,泰瑞机器,100,,,
300865.SZ,大宏立,100,,,
603611.SH,诺力股份,100,,,
603283.SH,赛腾股份,100,,,
002342.SZ,巨力索具,81,市盈率过高;应收账款占收入比例过高;高库存隐忧,3,"该公司最新财报显示净利润为正，但TTM市盈率超过300;截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为103.10%;截止至2023-06-30，货币资金占总资产不足15%，应收票据与应收款项之和占总资产超20%，存货占总资产超15%且存货周转率低于1.2 或 非房地产公司的存货超总资产的50%"
688305.SH,科德数控,100,,,
600373.SH,中文传媒,78,"货币资产充足仍举债;应收款增加,低现金流;会计师事务所变动;研发人员减少",4,"截止20230630,公司货币资产为147.02亿元,流动负债合计为116.12亿元;截止20230630,公司应收账款增速为17.97%，净利润增速为10.59%，经营活动现金流（9454.52万元）小于净利润（84540.60万元）;最近1-2年内,会计师事务所发生变动;截止2022-12-31,公司研发人员相对上期减少20.77%"
002674.SZ,兴业科技,100,,,
002609.SZ,捷顺科技,90,应收账款占收入比例过高;会计师事务所变动,2,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为98.28%;最近1-2年内,会计师事务所发生变动"
300510.SZ,金冠股份,87,扣非亏损;控股股东高质押,2,该公司最新财报显示净利润为正，但扣非净利润为负;该公司存在控股股东质押比例超80%
688076.SH,诺泰生物,85,股权分散;拟大比例减持,2,"连云港诺泰投资管理合伙企业(有限合伙)(第一大股东)持股比例为9.38%。;股东持股的基本情况2023年7月25日，江苏诺泰澳赛诺生物制药股份有限公司（以下简称“诺泰生物”或“公司”）于上海证券交易网站披露了《关于股东存续分立完成的公告》（公告编号：2023-060）,公司股东建德市五星生物科技有限公司（以下简称“五星生物”）完成存续分立，五星生物所持10314700股公司股份已全部过户给分立公司建德市星联企业管理有限公司（以下简称“星联管理”）。截至本公告披露之日，公司股东星联管理持有公司股份10314700股，占公司总股本的4.84%；建德市上将企业管理有限公司（以下简称“上将管理”）持有公司股份8809794股，占公司总股本的4.13%；股东潘婕持有公司股份594141股，占公司总股本的0.28%。星联管理、上将管理、潘婕作为一致行动人，合计持有公司9.25%股份。
    减持计划的主要内容
    公司股东星联管理因自身资金需求，拟通过集中竞价及大宗交易方式减持合计公司股份不超过6369327股，不超过公司股份总数的2.9877%。其中，通过集中竞价交易方式减持的，自本公告披露之日起15个交易日后的6个月内进行，且任意连续90日内减持股份总数不超过公司总股本的1%；通过大宗交易方式减持的，自本公告披露之日起3个交易日后的6个月内进行，且任意连续90日内减持股份总数不超过公司总股本的2%。
    上述股东通过大宗交易方式减持的，减持期间为公告之日起三个交易日后的六个月内，即2023年8月17日至2024年2月16日。
    集中竞价的减持期间为2023/9/4～2024/3/1"
