证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,所属概念,沪深指数
600971.SH,恒源煤电,97.9,97.9,8.16,1.12,煤炭-煤炭开采加工-煤炭开采,煤炭,煤炭,资源,煤炭,安徽省第一家上市的煤炭企业,从事煤炭开采、洗选、运输、销售等业务,"动力煤,煤炭,养老金持股,安徽国企改革,国企改革,融资租赁,油价上调,地方国企改革",中证1000
002563.SZ,森马服饰,119.2,171.1,6.35,1.11,纺织服装-服装家纺-服装,服装,纺织,可选消费,休闲装,我国第二大休闲服饰品牌和我国第一大儿童服饰品牌,公司拥有我国第二大休闲服饰品牌和我国第一大儿童服饰品牌,"MSCI,网红经济,新零售,大消费,社区团购,数字经济,电子商务,共同富裕示范区,网络直播,三胎",中证500
600667.SH,太极实业,152.9,152.9,7.26,1.11,建筑装饰-建筑装饰-工程咨询服务,封测,半导体,科技,半导体封测、半导体工程总包,国内领先的半导体（集成电路）制造与服务厂商,主营业务包括半导体业务、工程技术服务和光伏电站投资运营,"国家大基金持股,光伏建筑一体化,国企改革,绿色电力,芯片,数据中心,存储芯片,OLED,华为,内存,芯片封装测试,江苏国企改革,芯片制造,集成电路,地方国企改革",中证500
002719.SZ,麦趣尔,16.2,17.4,9.99,1.11,食品饮料-食品加工制造-乳品,乳制品,食品,必需消费,液态乳,新疆唯一通过自营烘焙连锁店实现产品直销的乳制品企业,中国焙烤食品糖制品工业协会的理事单位,"新疆振兴,乳业",
834770.BJ,艾能聚,3.4,7.1,5.46,1.11,电力设备-电力设备-光伏设备,风光发电,电力,公共事业,分布式光伏电站投资运营,公司是晶硅太阳能电池片的投资运营龙头企业,主营多晶电池片、分布式电站，业务主要集中在长三角地区,"绿色电力,光伏",
600636.SH,国新文化,52.1,52.1,11.83,1.11,社会服务-教育-教育Ⅲ,教育,社会服务,可选消费,智慧教育装备,教育视频录播龙头，教育信息化行业发展领先企业,教育视频录播龙头，投资华晟经世切入职业教育领域,"证金持股,在线教育,职业教育,国企改革,东数西算（算力）,央企国企改革,芯片,超清视频,地方国企改革,人工智能",
301032.SZ,新柴股份,7.5,21.9,9.1,1.11,机械设备-通用设备-其他通用设备,发动机,汽车零部件,汽车,非道路用柴油机,国内非道路用柴油机主要供应商之一,公司销售规模属于非道路多缸柴油机市场第一梯队,"一带一路,机械装备,国四,乡村振兴,农机",
300041.SZ,回天新材,64.4,66.2,11.83,1.11,基础化工-化学制品-有机硅,硅,化工原料,化工,有机硅胶,国内胶粘剂行业上市公司中处于领先地位,国内工程胶粘剂行业龙头企业,"军工,国产替代,大飞机,有机硅,宁德时代,华为,小米,比亚迪,轨道交通,高铁,新能源汽车,光伏,华为汽车,锂电池,雄安新区",
688398.SH,赛特新材,42.3,42.3,36.45,1.11,基础化工-化学制品-其他化学制品,化学制品,基础化工,化工,真空绝热板,国内真空绝热板龙头企业,主营真空绝热材料研产销，两次获得中国家电博览会“艾普兰核芯奖”,"冷链物流,新材料,专精特新",
603686.SH,福龙马,45.5,45.5,10.95,1.11,环保-环保-固废治理,垃圾处理,环保,公共事业,环卫设备,中国专业化环卫装备、环卫服务主要供应商之一,环境卫生整体解决方案的领先者,"PPP,固废处理,无人驾驶,新能源,动力电池回收,迪士尼,氢能源,新能源汽车,垃圾分类,节能环保,机器人",
835985.BJ,海泰新能,8.6,19.8,6.39,1.11,电力设备-电力设备-光伏设备,光伏组件,光伏,电力设备,光伏电池组件,公司是国内主流的光伏组件厂商之一,国内光伏组件主流供应商之一,"储能,光伏,HJT电池",
600696.SH,岩石股份,82.4,82.4,24.65,1.11,食品饮料-饮料制造-白酒,白酒,饮料,必需消费,酱香型白酒,战略转型聚焦白酒行业，获赠控股股东酱香型白酒资产,战略转型聚焦白酒行业，获赠控股股东酱香型白酒资产,"白酒,融资租赁",中证1000
600318.SH,新力金融,32.8,32.8,6.4,1.11,非银金融-保险及其他-多元金融,租赁,非银金融,金融,融资租赁,融资租赁、小贷等金融服务提供商,从事小额贷款、融资租赁、融资担保、典当和P2P网贷等类金融业务,"债转股(AMC),合肥迪士尼,安徽城镇化,互联网金融,融资租赁,供销社",
002169.SZ,智光电气,62.9,64.9,8.24,1.1,电力设备-电力设备-电气自控设备,电控设备,电气设备,电力设备,数字能源技术及产品,电气控制与自动化领域领先企业,电气控制与自动化领域领先企业,"储能,能源互联网,工业互联网,电力物联网,芯片,边缘计算,智能电网,新基建,钒电池,充电桩,特高压,光伏,碳中和,节能环保,虚拟电厂",
301337.SZ,亚华电子,8.4,35.3,33.91,1.1,计算机-计算机应用-软件开发,行业应用,计算机,科技,医院智能通讯交互系统,国内病房智能通讯交互领域领先企业,国内病房智能通讯交互领域市占率稳居前列,"专精特新,养老,智能医疗",
600250.SH,南纺股份,18.2,19.9,6.42,1.1,商贸零售-贸易-贸易Ⅲ,贸易,零售,可选消费,纺织及贸易,南京市属老牌外贸企业，进出口贸易为公司传统主业,南京市属老牌外贸企业，进出口贸易为公司传统主业,"外贸受益,南京国企改革,新零售,商超百货,国企改革,江苏国企改革,养老,人民币贬值受益,跨境电商,旅游,地方国企改革",
600378.SH,昊华科技,332.7,335.4,36.8,1.1,基础化工-化学制品-氟化工,氟,化工原料,化工,航空化工材料,气体分离、纯化应用领域居于世界前列,气体分离、纯化应用领域居于世界前列,"军工,碳交易,国产航母,氟化工,集成电路,大飞机,国企改革,俄乌冲突,燃料电池,锂电原料,氢能源,页岩气,成渝特区,央企国企改革,碳中和,口罩,PVDF,中芯国际,地方国企改革",中证500
605298.SH,必得科技,6.7,22.6,15.65,1.1,交运设备-非汽车交运-轨交设备,高铁,铁路,交通运输,动车组车辆配套产品,专业从事铁路客车车辆配件产品的高新技术企业,一家专业从事铁路客车车辆配件产品研产销为一体的高新技术企业,"专精特新,高端装备,高铁,轨道交通",
301267.SZ,华厦眼科,34.8,325.0,58.03,1.1,医药生物-医疗服务-其他医疗服务,眼科,医疗服务,生物医药,眼科,国内领先眼科医疗龙头,国内第二大民营眼科连锁机构,"眼科医疗,互联网医疗",中证1000
300759.SZ,康龙化成,366.6,461.0,38.7,1.1,医药生物-医疗服务-医疗研发外包,CRO,医疗服务,生物医药,药物发现与研究,一家立足中国、服务全球的全流程一体化CRO+CMO公司,国际领先的药物研究、开发及生产服务（CRMO）企业,"MSCI,创新药,人民币贬值受益,CRO,生物医药","创业板50,沪深300,创业300"
301429.SZ,森泰股份,6.2,26.2,22.12,1.1,建筑材料-建筑材料-其他建材,建筑材料,建筑材料,建筑业,高性能木塑复合材料,荣获中国木塑行业特殊贡献奖,主营高性能木塑复合材料和新型石木塑复合材料，外销为主,"人民币贬值受益,装配式建筑",
600062.SH,华润双鹤,179.5,182.8,17.52,1.1,医药生物-化学制药-化学制剂,制药,生物,生物医药,心脑血管/输液,全国最大的输液供应基地、领先的全合成抗菌药生产基地,全国最大的输液供应基地、中国领先的全合成抗菌药生产基地,"高血压药,MSCI,儿童医药医疗,埃博拉,国企改革,流感,生物医药,熊去氧胆酸,肝素,仿制药一致性评价,疟疾,医保目录,创新药,新冠治疗,蒙脱石散,青蒿素,新冠特效药,央企国企改革,NMN,仿制药,地方国企改革,医疗改革",中证500
002785.SZ,万里石,37.0,44.6,22.17,1.09,建筑材料-建筑材料-其他建材,建筑材料,建筑材料,建筑业,建筑装饰石材,中国知名、领先、产业链完整的石材企业集团之一,A股首家建筑装饰及景观石材公司，拥有稳定的全球采购和销售渠道,"盐湖提锂,锂电池",
600486.SH,扬农化工,272.3,274.7,87.87,1.09,基础化工-化学制品-农药,农药,基础化工,化工,农药,拥有国内规模最大、配套最全的菊酯产业链,拥有国内规模最大、配套最全的菊酯产业链,"养老金持股,MSCI,国企改革,登革热,蜱虫,乡村振兴,氢氟酸,央企国企改革,草甘膦,地方国企改革",中证500
600780.SH,通宝能源,116.7,116.7,10.18,1.09,公用事业-电力-火电,火电,电力,公共事业,火电（山西）,国内大型综合能源企业之一,国内大型综合能源企业之一，山西省内拥有完善的220千伏电网结构,"证金持股,山西国企改革,地方国企改革,国企改革",
600745.SH,闻泰科技,610.0,610.0,49.08,1.09,电子-半导体及元件-分立器件,功率,半导体,科技,功率半导体IDM、手机ODM,全球领先的分立器件IDM公司,公司在全球手机ODM（原始设计制造）行业中处于龙头地位,"健康中国,消费电子,同花顺漂亮100,芯片,数据中心,车联网,华为,汽车芯片,液冷服务器,碳化硅,虚拟现实,第三代半导体,苹果,IGBT,氮化镓,集成电路,5G,无线耳机","上证50,沪深300"
600320.SH,振华重工,123.2,195.5,3.71,1.09,机械设备-专用设备-能源及重型设备,重型机械,机械设备,机械,港口机械,世界上最大的港口机械及大型钢结构制造商,世界上最大的港口机械及大型钢结构制造商,"海洋经济,海工装备,高端装备,国企改革,一带一路,央企国企改革,浦东新区,马歇尔计划,地方国企改革",中证1000
600327.SH,大东方,41.1,41.1,4.64,1.09,商贸零售-零售-百货零售,百货,零售,可选消费,医疗服务,商业零售+医疗健康双主业布局，中华老字号三凤桥食品,"大东方百货、""东方汽车""、""中华老字号三凤桥食品""拥有品牌优势","养老金持股,新材料,预制菜,新零售,社区团购,民营医院,生物医药,信托,三胎",
002323.SZ,雅博股份,59.2,59.2,2.79,1.09,建筑装饰-建筑装饰-专业工程,建筑工程,基建,建筑业,建筑金属围护,在金属屋面围护行业处于领先地位,金属屋面围护系统首家A股上市公司,"储能,HJT电池,光伏建筑一体化,国企改革,一带一路,光伏,智能建筑,地方国企改革,数字乡村",
300477.SZ,合纵科技,43.4,50.2,4.68,1.08,电力设备-电力设备-电池,锂电材料,储能,电力设备,磷酸铁,配电变压器细分市场的重要企业,优秀的配电领域综合服务商，锂电池材料领导厂商,"区块链,动力电池回收,钴,磷化工,电力物联网,智能电网,金属镍,充电桩,比亚迪,磷酸铁锂,新能源汽车,小金属,正极材料,锂电池",中证1000
603073.SH,彩蝶实业,5.7,22.8,19.66,1.08,纺织服装-纺织制造-其他纺织,纺织制造,纺织,可选消费,涤纶面料，无缝成衣,老牌纺织企业，主营涤纶面料、无缝成衣等,主营涤纶面料、无缝成衣等，外销为主,"一带一路,人民币贬值受益,涤纶,共同富裕示范区",
002487.SZ,大金重工,200.4,203.1,31.84,1.08,电力设备-电力设备-风电设备,风电装备,风电,电力设备,风力发电设备,全球风电装备制造产业的第一梯队企业,全球风电装备制造产业的第一梯队企业,"新能源,高端装备,振兴东北,风电",中证500
002768.SZ,国恩股份,43.2,66.2,24.42,1.08,基础化工-化工合成材料-改性塑料,改性塑料,合成材料,化工,改性塑料,改性塑料粒子及制品、高分子复合材料专业制造商,改性塑料粒子及制品、高分子复合材料及其制品的专业制造商,"新材料,足球,生物医药,体育产业,碳基材料,华为,小米,可降解塑料,富士康,碳纤维,充电桩,比亚迪,新能源汽车,口罩,风电,锂电池",中证1000
603530.SH,神马电力,69.1,69.1,15.99,1.07,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,变电站复合外绝缘,国际知名的电力系统复合外绝缘产品研制企业,业内知名变电站绝缘子生产商，国内电力设备用橡胶密封件龙头企业，打破了国际厂商对我国高端变电站用绝缘子市场的垄断,"智能电网,橡胶,柔性直流输电,特高压,一带一路",中证1000
603919.SH,金徽酒,119.3,119.3,23.52,1.07,食品饮料-饮料制造-白酒,白酒,饮料,必需消费,浓香型白酒,国内建厂最早的中华老字号白酒酿造企业之一,甘肃省内生产规模最大和经营业绩最好的白酒生产企业之一,"白酒,消费金融",中证1000
688518.SH,联赢激光,85.0,95.2,28.23,1.07,机械设备-自动化设备-激光设备,激光设备,机械设备,机械,激光焊接设备,国内少数几家专注激光焊接的规模激光企业,拥有行业领先的激光能量控制技术,"激光器,宁德时代",中证1000
002734.SZ,利民股份,30.6,35.0,9.42,1.07,基础化工-化学制品-农药,农药,基础化工,化工,农药,杀菌剂产品销量在国内杀菌剂行业中位于前列,杀菌剂产品的产能、产量、销量在国内杀菌剂行业中位于前列,"固态电池,兽药,锂电池,草地贪夜蛾防治,消毒剂",
300648.SZ,星云股份,29.8,46.2,31.24,1.07,电力设备-电力设备-电池,电池检测,储能,电力设备,锂电池检测,电动工具及电动自行车锂电池检测领域的行业领导者,国内领先的锂电池检测系统服务商,"储能,锂电设备,宁德时代,华为汽车,高压快充,燃料电池,华为,充电桩,比亚迪,专精特新,新能源汽车,蔚来汽车,虚拟电厂,锂电池",
300077.SZ,国民技术,74.0,79.1,13.3,1.06,电子-半导体及元件-集成电路设计,SoC,半导体,科技,智能安全芯片,中国安全芯片、通用MCU领军企业,国内最大的可信计算芯片厂商，国内商业市场占有率已超过85%,"物联网,金融IC,智能终端,区块链,国产替代,工业互联网,宁德时代,SNS,量子科技,芯片,换芯,华为,EDR,汽车芯片,机器人,芯片设计,石墨电极,移动支付,负极材料,移动金融,MCU芯片,新能源汽车,芯片制造,集成电路,网络安全,数字货币,锂电池","创业300,中证1000"
