证券代码,证券名称,公司名称,注册地,一级行业,二级行业,三级行业,交易所英文简称,exg
DGLY,Digital Ally Inc,"Digital Ally, Inc.",United States 美国,科技,计算机设备,电子设备和仪器,NASDAQ,O
DGX,奎斯特诊疗,奎斯特诊疗公司,United States 美国,医疗保健,医疗保健设备与服务,保健护理服务,NYSE,N
DH,Definitive Healthcare Corp-A,Definitive Healthcare Corp.,United States 美国,科技,软件,应用软件,NASDAQ,O
DHAC,Digital Health Acquisition Corp,Digital Health Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DHACU,Digital Health Acquisition Corp Unit Cons of 1 Sh + 1 Wt,Digital Health Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DHC,Diversified Healthcare Trust,Diversified Healthcare Trust,United States 美国,房地产,股权房地产投资信托 (REITs),特种房地产投资信托,NASDAQ,O
DHCA,DHC Acquisition Corp-A,DHC Acquisition Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DHCAU,DHC Acquisition Corp Unit Cons of 1 CL A + 1/3 Wts,DHC Acquisition Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DHI,霍顿房屋,霍顿房屋公司,United States 美国,可选消费,耐用商品,住宅建筑,NYSE,N
DHIL,Diamond Hill Investment Group Inc-A,"Diamond Hill Investment Group, Inc.",United States 美国,金融,综合金融,资产管理与托管银行,NASDAQ,O
DHR,丹纳赫,丹纳赫公司,United States 美国,工业,资本品,工业集团企业,NYSE,N
DHT,DHT控股,DHT控股公司,Marshall Islands 马绍尔群岛,能源,石油,石油与天然气的储存和运输,NYSE,N
DHX,戴斯控股,戴斯控股集团公司,United States 美国,科技,信息技术服务,互联网服务与基础设施,NYSE,N
DIBS,1stdibs.com Inc,"1stdibs.com, Inc.",United States 美国,科技,电商,互联网与直销零售,NASDAQ,O
DICE,DICE Therapeutics Inc,"DICE Therapeutics, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
DIN,Dine Brands Global Inc,"Dine Brands Global, Inc.",United States 美国,可选消费,酒店餐饮,餐馆,NYSE,N
DINO,HF Sinclair Corp,HF Sinclair Corporation,United States 美国,能源,石油,石油与天然气的炼制和营销,NYSE,N
DIOD,Diodes Inc,Diodes Incorporated,United States 美国,科技,半导体,半导体产品,NASDAQ,O
DIS,迪士尼,华特迪士尼公司,United States 美国,科技,媒体娱乐,电影与娱乐,NYSE,N
DISA,Disruptive Acquisition Corp I-A,Disruptive Acquisition Corporation I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DISAU,Disruptive Acquisition Corp I Unit Cons of 1 CL A + 1/3 Wts,Disruptive Acquisition Corporation I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DISH,DISH Network Corp-A,DISH Network Corporation,United States 美国,科技,媒体娱乐,有线和卫星电视,NASDAQ,O
DIST,Distoken Acquisition Corp,Distoken Acquisition Corporation,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DIT,AMCON Distributing Co,AMCON Distributing Company,United States 美国,可选消费,经销商,经销商,AMEX,A
DJCO,每日期刊,每日期刊公司,United States 美国,科技,媒体娱乐,出版,NASDAQ,O
DK,Delek US Holdings Inc,"Delek US Holdings, Inc.",United States 美国,能源,石油,石油与天然气的炼制和营销,NYSE,N
DKDCA,Data Knights Acquisition Corp-A,Data Knights Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DKDCU,Data Knights Acquisition Corp Unit Cons of 1 CL A + 1 Wt,Data Knights Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DKL,Delek Logistics Partners LP,"Delek Logistics Partners, LP",United States 美国,能源,石油,石油与天然气的储存和运输,NYSE,N
DKNG,DraftKings Inc-A,DraftKings Inc.,United States 美国,可选消费,酒店餐饮,赌场与赌博,NASDAQ,O
DKS,迪克体育用品,迪克体育用品公司,United States 美国,可选消费,零售业,专卖店,NYSE,N
DLA,Delta Apparel Inc,"Delta Apparel, Inc.",United States 美国,可选消费,纺织服装,服装、服饰与奢侈品,AMEX,A
DLB,杜比实验室,杜比实验室公司,United States 美国,科技,计算机设备,电子元件,NYSE,N
DLHC,DLH Holdings Corp,DLH Holdings Corp.,United States 美国,工业,商业服务,人力资源与就业服务,NASDAQ,O
DLNG,Dynagas LNG Partners LP,Dynagas LNG Partners LP,Marshall Islands 马绍尔群岛,能源,石油,石油与天然气的炼制和营销,NYSE,N
DLNG_A,Dynagas LNG Partners LP Series A Pfd,Dynagas LNG Partners LP,Marshall Islands 马绍尔群岛,能源,石油,石油与天然气的炼制和营销,NYSE,N
DLNG_B,Dynagas LNG Partners LP Series B Pfd,Dynagas LNG Partners LP,Marshall Islands 马绍尔群岛,能源,石油,石油与天然气的炼制和营销,NYSE,N
DLO,DLocal Ltd-A,DLocal Limited,Cayman Islands 开曼群岛（英属）,科技,信息技术服务,信息科技咨询与其它服务,NASDAQ,O
DLPN,Dolphin Entertainment Inc,"Dolphin Entertainment, Inc.",United States 美国,科技,媒体娱乐,电影与娱乐,NASDAQ,O
DLR,数字房地产信托,数字房地产信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),办公房地产投资信托,NYSE,N
DLR_J,Digital Realty Trust Inc Series J Pfd,数字房地产信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),办公房地产投资信托,NYSE,N
DLR_K,Digital Realty Trust Inc Series K Pfd,数字房地产信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),办公房地产投资信托,NYSE,N
DLR_L,Digital Realty Trust Inc Series L Pfd,数字房地产信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),办公房地产投资信托,NYSE,N
DLTH,Duluth Holdings Inc-B,Duluth Holdings Inc.,United States 美国,科技,电商,互联网与直销零售,NASDAQ,O
DLTR,美元树,美元树公司,United States 美国,可选消费,零售业,综合货品商店,NASDAQ,O
DLX,豪华,Deluxe Corporation,United States 美国,工业,商业服务,商业印刷,NYSE,N
DM,Desktop Metal Inc-A,"Desktop Metal, Inc.",United States 美国,科技,计算机设备,电脑硬件、储存设备及电脑周边,NYSE,N
DMAC,DiaMedica Therapeutics Inc,DiaMedica Therapeutics Inc.,Canada 加拿大,医疗保健,生物医药,生物科技,NASDAQ,O
DMAQ,Deep Medicine Acquisition Corp-A,Deep Medicine Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DMLP,多尔切斯特,"Dorchester Minerals, L.P.",United States 美国,能源,石油,石油与天然气的勘探与生产,NASDAQ,O
DMRC,数字标识,数字标识公司,United States 美国,科技,软件,应用软件,NASDAQ,O
DMS,Digital Media Solutions Inc-A,"Digital Media Solutions, Inc.",Cayman Islands 开曼群岛（英属）,科技,媒体娱乐,广告,NYSE,N
DMTK,DermTech Inc,"DermTech, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
DMYY,dMY Squared Technology Group Inc-A,"dMY Squared Technology Group, Inc.",United States 美国,金融,综合金融,投资银行业与经纪业,AMEX,A
DMYY_U,dMY Squared Technology Group Inc Unit Cons of 1 CL A + 1/2 W,"dMY Squared Technology Group, Inc.",United States 美国,金融,综合金融,投资银行业与经纪业,AMEX,A
DNA,Ginkgo Bioworks Holdings Inc-A,"Ginkgo Bioworks Holdings, Inc.",United States 美国,医疗保健,生物医药,生物科技,NYSE,N
DNAB,Social Capital Suvretta Holdings Corp II-A,Social Capital Suvretta Holdings Corp. II,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DNAD,Social Capital Suvretta Holdings Corp IV-A,Social Capital Suvretta Holdings Corp. IV,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DNB,邓白氏,邓白氏控股公司,United States 美国,工业,商业服务,人力资源与就业服务,NYSE,N
DNLI,Denali Therapeutics Inc,Denali Therapeutics Inc.,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
DNMR,Danimer Scientific Inc-A,"Danimer Scientific, Inc.",United States 美国,原材料,化学制品,特种化学制品,NYSE,N
DNN,丹尼森矿业,丹尼森矿业公司,Canada 加拿大,能源,石油,煤与消费用燃料,AMEX,A
DNOW,NOW Inc,NOW Inc.,United States 美国,工业,资本品,贸易公司与经销商,NYSE,N
DNUT,Krispy Kreme Inc,"Krispy Kreme, Inc.",United States 美国,可选消费,酒店餐饮,餐馆,NASDAQ,O
DO,戴蒙德海底钻探,戴蒙德海底钻探公司,United States 美国,能源,油服工程,石油与天然气钻井,NYSE,N
DOC,Physicians Realty Trust,Physicians Realty Trust,United States 美国,房地产,股权房地产投资信托 (REITs),特种房地产投资信托,NYSE,N
DOCN,DigitalOcean Holdings Inc,"DigitalOcean Holdings, Inc.",United States 美国,科技,信息技术服务,互联网服务与基础设施,NYSE,N
DOCS,Doximity Inc-A,"Doximity, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健技术,NYSE,N
DOCU,DocuSign Inc,"DocuSign, Inc.",United States 美国,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
DOGZ,多尼斯,多尼斯(国际)公司,The British Virgin Islands 英属维尔京群岛,可选消费,纺织服装,服装、服饰与奢侈品,NASDAQ,O
DOLE,都乐,都乐公司,Ireland 爱尔兰共和国,日常消费品,食品饮料,农产品,NYSE,N
DOMA,Doma Holdings Inc,"Doma Holdings, Inc.",United States 美国,房地产,房地产管理和开发,房地产服务,NYSE,N
DOMH,Dominari Holdings Inc,Dominari Holdings Inc.,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
DOMO,Domo Inc-B,"Domo, Inc.",United States 美国,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
DOOO,BRP Inc,BRP Inc.,Canada 加拿大,可选消费,耐用商品,消闲用品,NASDAQ,O
DOOR,美森特,美森特国际公司,Canada 加拿大,工业,资本品,建筑产品,NYSE,N
DORM,Dorman Products Inc,"Dorman Products, Inc.",United States 美国,可选消费,汽车,机动车零配件与设备,NASDAQ,O
DOUG,Douglas Elliman Inc,Douglas Elliman Inc.,United States 美国,房地产,房地产管理和开发,房地产经营公司,NYSE,N
DOV,都福,都福公司,United States 美国,工业,资本品,工业机械,NYSE,N
DOW,陶氏,陶氏公司,United States 美国,原材料,化学制品,多种化学制品,NYSE,N
DOX,Amdocs Ltd,Amdocs Limited,United Kingdom 英国,科技,信息技术服务,信息科技咨询与其它服务,NASDAQ,O
DOYU,斗鱼,斗鱼国际控股有限公司,Cayman Islands 开曼群岛（英属）,科技,媒体娱乐,电影与娱乐,NASDAQ,O
DPCS,DP Cap Acquisition Corp I-A,DP Cap Acquisition Corp I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DPCSU,DP Cap Acquisition Corp I Unit Cons of 1 CL A + 1/2 Wts,DP Cap Acquisition Corp I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DPRO,Draganfly Inc,Draganfly Inc.,Canada 加拿大,工业,资本品,航天航空与国防,NASDAQ,O
DPSI,DecisionPoint Systems Inc,"DecisionPoint Systems, Inc.",United States 美国,科技,信息技术服务,数据处理与外包服务,AMEX,A
DPZ,达美乐比萨(US),达美乐比萨公司,United States 美国,可选消费,酒店餐饮,餐馆,NYSE,N
DQ,大全新能源,大全新能源有限公司,Cayman Islands 开曼群岛（英属）,科技,半导体,半导体设备,NYSE,N
DRCT,Direct Digital Holdings Inc-A,"Direct Digital Holdings, Inc.",United States 美国,科技,媒体娱乐,广告,NASDAQ,O
DRD,DRDGOLD Ltd ADR,DRDGOLD Limited,South Africa 南非,原材料,金属与采矿,黄金,NYSE,N
DRH,DiamondRock Hospitality Co,DiamondRock Hospitality Company,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
DRH_A,DiamondRock Hospitality Co Series A Pfd,DiamondRock Hospitality Company,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
DRI,达登饭店,达登餐饮公司,United States 美国,可选消费,酒店餐饮,餐馆,NYSE,N
DRIO,DarioHealth Corp,DarioHealth Corp.,United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
DRMA,Dermata Therapeutics Inc,"Dermata Therapeutics, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
DRQ,德久普,德久普公司,United States 美国,能源,油服工程,石油天然气设备与服务,NYSE,N
DRRX,DURECT Corp,DURECT Corporation,United States 美国,医疗保健,生物医药,制药,NASDAQ,O
DRS,Leonardo DRS Inc,"Leonardo DRS, Inc.",United States 美国,科技,计算机设备,电子设备和仪器,NASDAQ,O
DRTS,Alpha Tau Medical Ltd,Alpha Tau Medical Ltd.,Israel 以色列,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
DRTT,DIRTT Environmental Solutions Ltd,DIRTT Environmental Solutions Ltd.,Canada 加拿大,工业,资本品,建筑产品,NASDAQ,O
DRUG,Bright Minds Biosciences Inc,Bright Minds Biosciences Inc.,Canada 加拿大,医疗保健,生物医药,制药,NASDAQ,O
DRVN,Driven Brands Holdings Inc,Driven Brands Holdings Inc.,United States 美国,可选消费,汽车,机动车零配件与设备,NASDAQ,O
DSAQ,Direct Selling Acquisition Corp-A,Direct Selling Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
DSAQ_U,Direct Selling Acquisition Corp Unit Cons of 1 CL A + 1/2 Wt,Direct Selling Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
DSEY,Diversey Holdings Ltd,"Diversey Holdings, Ltd.",Cayman Islands 开曼群岛（英属）,原材料,化学制品,商品化工,NASDAQ,O
DSGN,Design Therapeutics Inc,"Design Therapeutics, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
DSGR,Distribution Solutions Group Inc,"Distribution Solutions Group, Inc.",United States 美国,工业,资本品,贸易公司与经销商,NASDAQ,O
DSGX,笛卡尔物流系统集团,笛卡尔物流系统集团公司,Canada 加拿大,科技,软件,应用软件,NASDAQ,O
DSKE,Daseke Inc,"Daseke, Inc.",United States 美国,工业,运输,陆运,NASDAQ,O
DSP,Viant Technology Inc-A,Viant Technology Inc.,United States 美国,科技,软件,应用软件,NASDAQ,O
DSS,DSS Inc,"DSS, Inc.",United States 美国,科技,软件,系统软件,AMEX,A
DSWL,德斯维尔工业,德斯维尔工业公司,The British Virgin Islands 英属维尔京群岛,科技,计算机设备,电子制造服务,NASDAQ,O
DSX,黛安娜船舶,黛安娜船舶公司,Marshall Islands 马绍尔群岛,工业,运输,海运,NYSE,N
DSX_B,Diana Shipping Inc Pfd-B,黛安娜船舶公司,Marshall Islands 马绍尔群岛,工业,运输,海运,NYSE,N
DT,Dynatrace Inc,"Dynatrace, Inc.",United States 美国,科技,软件,应用软件,NYSE,N
DTC,Solo Brands Inc-A,"Solo Brands, Inc.",United States 美国,日常消费品,日常用品,个人用品,NYSE,N
DTE,DTE能源,DTE能源公司,United States 美国,公用事业,复合型,复合型公用事业,NYSE,N
DTIL,Precision BioSciences Inc,"Precision BioSciences, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
DTM,DT Midstream Inc,"DT Midstream, Inc.",United States 美国,能源,石油,石油与天然气的储存和运输,NYSE,N
DTOC,Digital Transformation Opportunities Corp-A,Digital Transformation Opportunities Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DTOCU,Digital Transformation Opportunities Corp Unit Cons of 1 CL ,Digital Transformation Opportunities Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DTSS,数海信息,数海公司,United States 美国,科技,软件,应用软件,NASDAQ,O
DTST,Data Storage Corp,Data Storage Corporation,United States 美国,科技,信息技术服务,数据处理与外包服务,NASDAQ,O
DUET,DUET Acquisition Corp-A,DUET Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DUETU,DUET Acquisition Corp Unit Cons of 1 CL A + 1 Wt,DUET Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DUK,杜克能源,杜克能源公司,United States 美国,公用事业,电力,电力公用事业,NYSE,N
DUK_A,Duke Energy Corp Series A Pfd,杜克能源公司,United States 美国,公用事业,电力,电力公用事业,NYSE,N
DUNE,Dune Acquisition Corp-A,Dune Acquisition Corporation,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DUNEU,Dune Acquisition Corp Unit Cons of 1 CL A + 1/2 Wts,Dune Acquisition Corporation,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
DUO,房多多,房多多网络集团有限公司,Cayman Islands 开曼群岛（英属）,科技,媒体娱乐,互动媒体与服务,NASDAQ,O
DUOL,多邻国,多邻国公司,United States 美国,可选消费,社会服务,教育服务,NASDAQ,O
DUOT,Duos Technologies Group Inc,"Duos Technologies Group, Inc.",United States 美国,科技,软件,应用软件,NASDAQ,O
DV,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc.",United States 美国,科技,信息技术服务,互联网服务与基础设施,NYSE,N
DVA,达维塔保健,达维塔公司,United States 美国,医疗保健,医疗保健设备与服务,保健护理服务,NYSE,N
DVAX,德纳维制药,德纳维制药公司,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
