股票代码,股票简称,最新价,最新涨跌幅,所属概念,公司亮点,所属同花顺行业,所属指数类,所属概念数量,a股市值(不含限售股)[20230920],最新dde大单净额,总股本[20230920],市盈率(pe)[20230920],market_code,code
300821.SZ,东岳硅材,9.10,-0.329,新材料概念;燃料电池;白炭黑;深股通;富时罗素概念;有机硅概念;硅能源;融资融券;转融券标的,我国有机硅行业中生产规模最大的企业之一,基础化工-化学制品-有机硅,中创400;中创500;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业300;创业基础;创业板综;制造指数;化学指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证成指;深证综指,9,10920000000.000,763506.000,1200000000.00,-28.506,33,300821
600727.SH,鲁北化工,6.05,-0.330,循环经济;抗旱;溴素;小额贷款;磷化工;煤化工;片碱;水泥概念;钛白粉概念;化肥;地方国企改革;山东国企改革;国企改革,石膏制硫酸联产水泥技术国际领先水平,基础化工-化学制品-其他化学制品,A股指数;上证150;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,13,3197565000.000,331540.000,528583135.00,126.984,17,600727
301388.SZ,欣灵电气,24.19,-0.330,转融券标的;传感器;新股与次新股;融资融券;专精特新;注册制次新股,以继电器为主的低压电器产品生产商,电力设备-电力设备-输变电设备,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证全指;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,6,619551860.000,-445402.000,102447600.00,45.770,33,301388
002141.SZ,贤丰控股,3.02,-0.330,横琴新区;广东自贸区;锂电原料;独角兽概念;创投;粤港澳大湾区;新能源;澳交所概念;动物疫苗;盐湖提锂;锂电池;钾肥;融资融券;转融券标的;深股通,中国本土企业中规模最大、技术领先的微细漆包线专业制造商,农林牧渔-农业服务-动物保健,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指;电气指数,15,3426662700.000,818438.000,1134656519.00,-82.436,33,002141
600592.SH,龙溪股份,9.05,-0.330,铁路基建;融资融券;转融券标的;军工;军民融合;航空航天;机器人概念;地方国企改革;国企改革;大飞机,关节轴承的最大供应商和出口商,机械设备-通用设备-金属制品,A股指数;上证150;上证指数;上证流通;中型综指;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,10,3615959800.000,-369761.000,399553571.00,15.536,17,600592
003020.SZ,立方制药,27.11,-0.331,医药电商;医保目录;中医药;肝炎概念;眼科医疗;仿制药一致性评价;高血压药;深股通,安徽省知名制药企业,医药生物-化学制药-化学制剂,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;批零指数;新指数;深证A指;深证综指,8,1929455900.000,-539118.000,159675100.00,16.506,33,003020
300056.SZ,中创环保,6.03,-0.331,废气处理;PPP概念;PM2.5;福建污染减排;脱硫脱硝;节能环保;垃圾分类;美丽中国;固废处理;污水处理;新能源汽车;燃料电池;PVDF概念;钙钛矿电池,国内首家成功研制生产100%PTFE针刺滤料,环保-环保-综合环境治理,专用指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,14,2323540900.000,-3670911.000,385490443.00,-22.572,33,300056
600638.SH,新黄浦,6.02,-0.331,上海金改;期货概念;保障房;物业管理;地方国企改革;国企改革;信托概念;租售同权;参股基金;金融科技;互联网金融,北京市政府旗下的房地产公司，核心资产主要集中在上海及周边区域,房地产-房地产开发-住宅开发,A股指数;上证指数;上证流通;中证A股;中证全指;中证流通;同花顺全A;地产指数;新综指,11,4053848700.000,-1079020.000,673396786.00,27.986,17,600638
300490.SZ,华自科技,12.02,-0.332,工业4.0;污水处理;膜材料;军工;锂电设备;垃圾分类;华为概念;虚拟现实;航空发动机;工业互联网;充电桩;光伏概念;水利;一带一路;碳中和;储能;光伏建筑一体化;宁德时代概念;锂电池;华为鲲鹏;碳交易;数据要素;深股通;养老金持股,水电站自动化控制设备市场占有率位居全国乃至全球第一,电力设备-电力设备-电池,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指;电气指数,24,4680054900.000,10431439.200,396212074.00,706.511,33,300490
688638.SH,誉辰智能,66.00,-0.332,锂电池;转融券标的;新股与次新股;融资融券;注册制次新股;科创次新股,在国内锂电包膜设备领域市占率第一,电力设备-电力设备-电池,同花顺全A,6,590525760.000,1111892.570,40000000.00,38.299,17,688638
000920.SZ,沃顿科技,8.97,-0.333,海洋油污清理;新材料概念;污水处理;膜材料;分离膜;海水淡化;盐湖提锂;净水概念;地方国企改革;央企国企改革;国企改革,中车集团旗下，反渗透膜及纳滤膜为主、植物纤维利用为辅的企业，反渗透膜国内市占率超10%,基础化工-化工合成材料-膜材料,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;化学指数;同花顺全A;新指数;深证A指;深证综指,11,3785138200.000,-944526.000,472621118.00,29.583,33,000920
688349.SH,三一重能,29.97,-0.333,转融券标的;融资融券;风电;沪股通,我国领先的风电机组制造商，已实现陆上风机全功率覆盖,电力设备-电力设备-风电设备,A股指数;上证指数;上证流通;中证A股;中证流通;同花顺全A;工业指数;新综指;科创50;科创50EUR;科创50GBP;科创50HKD;科创50USD;科创50USD(CNH);科创创业50,4,6010687300.000,-2283786.060,1205521015.00,22.116,17,688349
300275.SZ,梅安森,11.93,-0.334,污水处理;PPP概念;工业4.0;乡村振兴;农村环境治理;物联网;智慧城市;透明工厂;工业互联网;华为概念;专精特新;送转填权,主营煤矿安全生产监测监控设备及成套安全保障系统的高新技术企业,机械设备-专用设备-能源及重型设备,IT指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;同花顺全A;新指数;深证A指;深证综指,12,2983244300.000,-6668876.000,302265848.00,63.609,33,300275
300533.SZ,冰川网络,26.85,-0.334,网络游戏;手机游戏;送转填权;深股通;养老金持股,集大型网络游戏研发与运营和社区服务为一体的互联网娱乐平台,传媒-传媒-游戏,IT指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;同花顺全A;新指数;深证A指;深证综指,5,4343870900.000,3916164.800,231137280.00,19.114,33,300533
601319.SH,中国人保,5.95,-0.335,沪股通;融资融券;转融券标的;蚂蚁金服概念;标普道琼斯A股;央企国企改革;中字头股票;国企改革;同花顺中特估100,新中国第一家全国性保险公司，新中国保险业的奠基者和开拓者,非银金融-保险及其他-保险,300 ESG;A股指数;上证180;上证中小;上证中盘;上证全指;上证指数;上证流通;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;新综指;沪深300;沪深300AUD(CNH);沪深300HKD;沪深300HKD(CNH);沪深300USD;沪深300USD(CNH);沪港深300;沪港深300HKD;综合指数,9,211211650000.000,7301960.800,44223990583.00,6.618,17,601319
001914.SZ,招商积余,14.82,-0.336,融资融券;转融券标的;深股通;富时罗素概念;富时罗素概念股;物业管理;地方国企改革;央企国企改革;国企改革;养老金持股,,房地产-房地产服务-房地产服务Ⅲ,中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;创新龙头;创新龙头(港币);同花顺全A;地产指数;新指数;深证1000;深证700;深证A指;深证成指;深证综指,10,15714280000.000,-458889.000,1060346060.00,18.736,33,001914
000520.SZ,凤凰航运,2.96,-0.337,航运概念;一带一路;航运港口;债转股(AMC概念),我国内河经营干散货专业化运输规模最大的企业,交通运输-港口航运-航运,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;新指数;深证A指;深证综指;运输指数,4,2995767000.000,-1229859.000,1012083455.00,-179.175,33,000520
600346.SH,恒力石化,14.78,-0.337,东北亚经贸中心;大连自贸区;沪股通;PTA;转融券标的;融资融券;富时罗素概念;富时罗素概念股;标普道琼斯A股;同花顺漂亮100;涤纶;新材料概念;煤化工;可降解塑料;MSCI概念;振兴东北;锂电隔膜;PET铜箔;锂电池,国内最大、综合实力最强的PTA-聚酯新材料产业链一体化企业,石油石化-石油加工贸易-石油加工,300精明;300精明HKD;300精明USD;A股指数;上证180;上证中小;上证中盘;上证全指;上证指数;上证流通;中证100;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;市值百强;新综指;沪深300;沪深300AUD(CNH);沪深300HKD;沪深300HKD(CNH);沪深300USD;沪深300USD(CNH);沪港深300;沪港深300HKD,19,104037895000.000,-3208754.500,7039099786.00,17.061,17,600346
300644.SZ,南京聚隆,17.72,-0.338,聚丙烯;消防装备;充电桩;新能源汽车;锦纶;轨道交通;高铁;5G;特斯拉;口罩;可降解塑料;比亚迪概念;汽车热管理;毫米波雷达;碳纤维,国内汽车用改性塑料材料和高铁轨道交通用改性尼龙材料主要供应商,基础化工-化工合成材料-改性塑料,中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;橡胶指数;深证A指;深证综指,15,1487529400.000,153147.000,107800400.00,29.135,33,300644
603366.SH,日出东方,5.88,-0.339,太阳能热水器;参股民营银行;太阳能;家用电器;创投;区块链;网红经济;快手概念;建筑节能;光伏概念;空气能热泵;储能;沪股通,太阳能热水器行业龙头，切入厨电领域，拥有“太阳雨”、“四季沐歌”、“帅康”三大品牌,家用电器-厨卫电器-厨卫电器Ⅲ,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,13,4740101800.000,290514.000,813974001.00,25.835,17,603366
002080.SZ,中材科技,20.58,-0.339,污水处理;玻璃纤维;节能环保;新能源;深股通;锂电隔膜;新材料概念;新能源汽车;融资融券;转融券标的;宁德时代概念;5G;MSCI概念;富时罗素概念;军工;富时罗素概念股;标普道琼斯A股;风电;锂电池;氢能源;中材系;中字头股票;地方国企改革;央企国企改革;国企改革;养老金持股,国内特种纤维复合材料行业龙头企业,建筑材料-建筑材料-玻璃玻纤,SME创新;中创100;中创500;中小100;中小300;中小基础;中小综指;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证1000;深证200;深证300;深证A指;深证创新;深证成指;深证综指;矿物指数,26,34535783000.000,-3703400.000,1678123584.00,12.406,33,002080
872392.BJ,佳合科技,5.88,-0.339,新股与次新股;融资融券,主营纸质包装与展示产品,轻工制造-包装印刷-包装,,2,88978512.000,,58700000.00,15.619,151,872392
300723.SZ,一品红,20.51,-0.340,儿童医药医疗;医保目录;深股通;板蓝根;三胎概念;生物疫苗;肝炎概念;粤港澳大湾区;流感;猴痘概念;送转填权;转融券标的;融资融券,在儿童用药、慢病用药领域具有较强竞争力,医药生物-化学制药-化学制剂,中小创新;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业300;创业基础;创业板综;制造指数;医药指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,13,4577286700.000,-3385501.000,454143281.00,22.725,33,300723
301033.SZ,迈普医学,38.13,-0.340,医疗器械概念;牙科医疗;3D打印;国产替代;融资融券;转融券标的;医美概念,公司在国内率先推进生物增材制造技术的产业化，实现可吸收硬脑（脊）膜补片等主要产品的开发,医药生物-医疗器械-医疗耗材,专用指数;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,7,1431822300.000,-95550.000,66062951.00,105.914,33,301033
002346.SZ,柘中股份,11.71,-0.340,创投;锂电池;融资融券;转融券标的;参股银行;深股通,主营成套开关设备，参与投资设立创投公司，持有容汇锂业部分股权,电力设备-电力设备-输变电设备,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指;电气指数,6,4453124100.000,0.000,441575416.00,11.568,33,002346
002491.SZ,通鼎互联,5.86,-0.340,宽带中国;光纤光缆;光纤;大数据;5G;网络安全;独角兽概念;长三角一体化;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;参股新三板;深股通;半年报预增;专精特新,基于传统的光纤光缆业务，构建了光通信产业较为完整的产业链,通信-通信设备-通信线缆及配套,中小创新;中小基础;中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指;电气指数,17,6893979000.000,-803554.150,1229994500.00,15.510,33,002491
300018.SZ,中元股份,5.85,-0.341,健康中国;特高压;区块链应用;医疗机器人;智能电网;区块链;机器人概念;医疗器械概念;互联网医疗;融资融券;转融券标的;药品信息化追溯;抽水蓄能;柔性直流输电;锂电池;基因测序;体外诊断;家庭医生;血氧仪,国内电力二次设备子行业领先者,电力设备-电力设备-电气自控设备,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指;电气指数,19,2363970500.000,-948811.000,480831536.00,48.056,33,300018
