证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
300623.SZ,捷捷微电,104.26,114.5,15.55,1.97,5.7,2.93,2.9,电子-半导体及元件-分立器件,功率,半导体,科技,晶闸管,国内晶闸管及半导体防护器件领域的领先企业,国产晶闸管龙头企业,中证1000,"5G,高压快充,碳化硅,新能源汽车,光刻胶,充电桩,芯片设计,芯片,氮化镓,中芯国际,芯片制造,专精特新,柔性直流输电,第三代半导体,汽车电子",3.0505650352611595
838163.BJ,方大新材,7.26,15.39,11.93,1.97,5.81,0.03,0.46,轻工制造-包装印刷-包装,包装,包装印刷,可选消费,物流快递包装,亚太地区最主要的背胶袋厂家,国内首家上市的快递物流非纸箱包装公司,,"新材料,可降解塑料,智能制造,人民币贬值受益",0.05830100034842693
301366.SZ,一博科技,17.32,47.49,31.66,1.96,7.05,2.87,16.82,电子-半导体及元件-印制电路板,PCB,半导体,科技,PCB设计服务,PCB设计服务行业领先企业,从事PCB的设计与装配制造服务,中证2000,"5G,谷歌,阿里巴巴,腾讯,航空航天,PCB,华为,EDA,百度,苹果,专精特新,汽车电子",5.787015708704759
603788.SH,宁波高发,27.82,27.82,12.47,1.96,3.27,0.49,1.78,交运设备-汽车零部件-汽车零部件Ⅲ,传动系统,汽车零部件,汽车,变速操纵器及软轴,主要从事汽车操纵控制系统研发的高新技术企业,主要从事汽车操纵控制系统研发、生产和销售的高新技术企业,,"医疗器械,特斯拉,比亚迪,新能源汽车,汽车电子",0.30156195434433647
000768.SZ,中航西飞,591.38,594.18,21.36,1.96,3.82,4.13,0.7,国防军工-国防军工-航空装备,飞机,军工,公共事业,航空整机总装,我国唯一的军用运输机和轰炸机总装生产商,我国军民用大中型飞机整机及航空零部件的研制企业,沪深300,"国产航母,军工,国企改革,中航系,军民融合,大飞机,证金持股,央企国企改革,MSCI,年报预增,预警机",1.8774762644073444
688188.SH,柏楚电子,444.66,444.66,303.0,1.95,3.52,1.56,0.35,机械设备-自动化设备-工控设备,激光设备,机械设备,机械,激光切割控制系统,国内首批从事光纤激光切割控制系统开发的技术型企业,激光切割控制系统的研产销，上海市“专精特新”企业,中证500,"激光,MSCI,专精特新,年报预增",0.655959096955311
600108.SH,亚盛集团,50.81,50.81,2.61,1.95,3.91,0.52,1.04,农林牧渔-种植业与林业-其他种植业,粮食,农业,必需消费,农业种植,境内最大的优质苜蓿生产企业，最大规模的农艺种植基地,我国当前最大规模的农艺种植基地,中证2000,"家庭农场,棉花种植,国企改革,乡村振兴,红枣,兰新白试验区,甘肃国企改革,农垦改革,粮食,土地流转,代糖,土豆,水利,农业种植,地方国企改革,啤酒,土地增值,玉米,油豆,抗旱",0.36472956159918524
600973.SH,宝胜股份,57.32,57.32,4.18,1.95,6.59,1.02,1.79,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,电线电缆,无卤低烟辐照电缆料与航空线缆EWIS技术全国领先,无卤低烟辐照电缆料等新材料与航空线缆EWIS技术全国领先,中证2000,"特斯拉,航空航天,国企改革,杭州亚运会,新能源汽车,中航系,海上风电,充电桩,人造太阳,大飞机,冬奥会,光伏,铁路基建,西电东送,超导,高铁,核电,恒大,智能电网",1.4472503652686777
300677.SZ,英科医疗,105.56,145.84,22.51,1.95,3.53,1.83,1.74,医药生物-医疗器械-医疗耗材,医疗耗材,医疗器械,生物医药,医疗防护类,公司已成为全球领先的医疗耗材供应商之一,综合型医疗护理产品供应商,中证500,"抗原检测,健康中国,人民币贬值受益,医疗器械,MSCI",0.9676617430190543
600615.SH,丰华股份,18.67,18.71,9.95,1.95,5.94,0.5,2.73,有色金属-工业金属-铝,铝,有色金属,资源,镁,西南地区知名的镁合金深加工企业,主营镁合金、铝合金制品,,"华为汽车,长安汽车,比亚迪,蔚来汽车,智能家居,光伏",0.7833281187678575
600251.SH,冠农股份,69.31,69.31,8.92,1.94,3.31,1.52,2.21,农林牧渔-农产品加工-果蔬加工,食品加工,农业,必需消费,番茄,公司番茄、棉花种植销售处于全国行业优势地位,番茄、棉花具有一定的行业优势地位,中证2000,"数字乡村,钾肥,棉花种植,国企改革,新疆振兴,大数据,乡村振兴,食品安全,新疆旅游,饲料,白糖,硫酸钾,西部开发,棉,环境监测,农业种植,国家科技大会,地方国企改革,化肥,中俄贸易,番茄酱,新疆建设兵团,农村电商,绿色电力,盐湖提锂",0.7904320109093482
301110.SZ,青木股份,12.22,23.11,34.67,1.94,7.94,0.44,3.63,商贸零售-互联网电商-互联网电商Ⅲ,电商,传媒,科技,电商代运营服务,大服饰行业最具口碑的服务商之一,为品牌商在电商平台上提供品牌定位、商品规划、人群及流量运营等整体服务,中证2000,"阿里巴巴,抖音,数字营销,网络直播,宠物经济,电子商务,跨境电商,人工智能,数据要素,三胎",1.1369535334198966
300668.SZ,杰恩设计,14.5,22.14,18.39,1.94,4.6,0.25,1.73,建筑装饰-建筑装饰-工程咨询服务,建筑装饰,家居装修,建筑业,建筑室内设计,国内知名的建筑室内设计解决方案及技术服务提供商,圈内知名的建筑室内设计解决方案及技术服务提供商,,"新型城镇化,轨道交通,精装修,华为,数据确权,虚拟现实,年报预增,ERP",0.291920618054793
002443.SZ,金洲管道,32.78,32.85,6.31,1.94,3.39,0.69,2.11,黑色金属-钢铁-特钢,特钢,钢铁,资源,镀锌钢管,国内最大镀锌钢管、螺旋焊管和钢塑复合管供应商,国内最大镀锌钢管、螺旋焊管和钢塑复合管供应商,中证2000,"天然气,油气管网,水利,新型城镇化,石墨烯,能源互联网,国企改革,地下管网,养老金持股,中巴经济走廊,地方国企改革,西气东输,天然气管道",0.43165983315961454
301071.SZ,力量钻石,43.26,86.23,33.13,1.94,4.37,1.2,2.82,基础化工-非金属材料-非金属材料Ⅲ,金刚石,金属制品,机械,人造金刚石,国内超硬材料主流供应商，制品装备能力国内先进,国内超硬材料主流供应商，制品装备能力处于国内先进水平,中证1000,"金刚石（线）,培育钻石",1.017989804620921
002226.SZ,江南化工,86.63,125.56,4.74,1.94,2.8,0.77,0.89,基础化工-化学制品-民爆用品,民爆,建筑材料,建筑业,民用炸药,乳化炸药产销量居全国第一位,深耕民爆业务，扎实推进风电、光伏等新能源业务,中证1000,"多模态AI,服务机器人,国企改革,新能源汽车,太阳能,人工智能,独角兽,民爆,光伏,绿色电力,中兵系,风电,央企国企改革,一带一路,专精特新,年报预增",0.30106307463947257
688697.SH,纽威数控,15.93,63.7,19.5,1.93,5.49,0.96,6.1,机械设备-通用设备-机床工具,机床,机械设备,机械,中高档数控机床,世界知名的数控机床制造商与出口商,世界知名的数控机床制造商与出口商,中证2000,"高端装备,新能源汽车,工业母机,新型工业化,长三角一体化",1.4017712783646126
605090.SH,九丰能源,73.67,173.6,27.43,1.93,3.83,1.26,1.71,公用事业-燃气-燃气Ⅲ,燃气,石油,资源,LPG、LNG,是我国第四大、华南地区第一大LPG进口商,我国LPG、LNG行业的重要参与者，在华南地区拥有突出的行业地位,中证1000,"天然气,甲醛,氢能源,节能环保,俄乌冲突,油气运输仓储,甲醇,绿色电力,航运",0.7990451425546722
600256.SH,广汇能源,522.63,522.63,7.96,1.92,3.59,10.66,2.04,石油石化-油气开采及服务-油气开采,燃气,石油,资源,油气开采,国内同时具有煤、油、气三种资源的民营企业,在新疆区域拥有丰富的煤炭资源,,"新疆振兴,新疆电源项目,煤炭,煤化工,油品改革,光伏,天然气,碳中和,新疆发展,页岩气,西部开发,氢能源,LNG动力船,LNG加气站,俄乌冲突,MSCI,一带一路,甲醇,西气东输",4.50874545918788
301297.SZ,富乐德,26.56,64.94,19.19,1.91,6.9,1.8,6.85,电子-半导体及元件-半导体设备,设备,半导体,科技,设备精密洗净服务,少数具有国际竞争力的泛半导体设备精密洗净服务企业,国内较早从事精密洗净服务、较早实现半导体PVD洗净工艺量产服务的企业,中证2000,"光刻机,中芯国际,芯片",3.1913784121030417
301428.SZ,世纪恒通,6.06,24.25,24.58,1.91,5.85,0.52,8.64,通信-通信服务-通信服务Ⅲ,互联网应用,计算机,科技,车主信息服务,专业的信息技术服务商,为大型企业客户提供用户增值和拓展服务，与中国移动等公司建立了良好的合作关系,中证2000,"车联网,腾讯,大数据,数据安全,数字经济,人工智能,快手,网络安全,宠物经济,ETC,物联网,数据要素,金融科技,智慧城市",1.0743611600534
600295.SH,鄂尔多斯,254.06,359.92,12.86,1.9,3.41,2.01,0.79,黑色金属-钢铁-冶钢原料,冶钢原料,钢铁,资源,硅铁,羊绒服装龙头及硅铁等铁合金重要产商,通过了欧盟环保认定的硅铁生产企业，未来将成为世界级硅合金之都,中证1000,"多晶硅,羊绒,金属锰,PVC,煤炭,分布式发电,水泥,硅能源,烧碱,小金属",0.8762461530773321
871263.BJ,莱赛激光,2.57,9.38,11.79,1.9,5.79,0.16,6.12,机械设备-仪器仪表-仪器仪表Ⅲ,激光设备,机械设备,机械,,,中国建筑激光测量和智能定位行业先行者，建筑激光测量仪器在国内中高端领域市占率居前,,"新型城镇化,高端装备,卫星导航,农机,智能制造,专精特新",0.42369340244700204
603766.SH,隆鑫通用,132.25,132.25,6.44,1.9,3.64,2.06,1.57,交运设备-非汽车交运-其他交运设备,摩托车,两轮车,汽车,摩托车,从事摩托车、发动机、四轮低速电动车等产品的制造,从事摩托车、发动机、发电机组、四轮低速电动车等产品的制造,中证1000,"高压快充,军工,农机,乡村振兴,新能源汽车,航空发动机,人民币贬值受益,充电桩,通用航空,中非合作,农业信息化,储能,两轮车,新能源整车,室外经济,无人机",1.0952055447103524
000777.SZ,中核科技,72.08,72.28,18.8,1.9,8.94,10.02,13.69,机械设备-通用设备-金属制品,阀门,金属制品,机械,工业阀门,中国阀门行业的龙头企业,阀门行业的龙头企业,中证2000,"超超临界发电,国企改革,央企国企改革,幽门螺杆菌,核电,一带一路,金改,铀矿",20.54834164592428
000932.SZ,华菱钢铁,408.3,408.3,5.91,1.9,3.45,6.46,1.59,黑色金属-钢铁-普钢,普钢,钢铁,资源,板材,全球最大的单体宽厚板生产商，国内知名无缝钢管供应商,全球最大的单体宽厚板生产商，国内第二的专业化无缝钢管供应商,中证500,"特钢,军工,国企改革,湖南国企改革,智能制造,地方国企改革,核电,MSCI,同花顺中特估100",2.6708769951060938
000019.SZ,深粮控股,26.85,74.34,6.45,1.9,4.11,0.6,2.25,农林牧渔-农产品加工-粮油加工,食品加工,农业,必需消费,粮油贸易,深圳国资委控股的粮食供应链优质服务商,深圳国资委控股的粮食供应链优质服务商,中证1000,"数字乡村,调味品,国企改革,地方国企改革,普洱茶,深圳国企改革,电子商务,广东国企改革,预制菜,粮食,一带一路,冷链物流",0.5166148822405524
002911.SZ,佛燃能源,139.49,143.69,14.54,1.89,4.91,0.71,0.51,公用事业-燃气-燃气Ⅲ,燃气,石油,资源,燃气供应,华南地区具竞争力的燃气公司,佛山国资委旗下的区域燃气龙头，积极拓展光伏、氢能等业务,中证1000,"天然气,粤港澳大湾区,国企改革,氢能源,地方国企改革,广东国企改革,充电桩,储能,光伏",0.5716152791817842
600507.SH,方大特钢,96.7,100.47,4.31,1.89,2.84,1.15,1.2,黑色金属-钢铁-特钢,特钢,钢铁,资源,特钢,特种钢材加工企业，弹簧扁钢是公司的战略核心产品,特种钢材加工企业，弹簧扁钢是公司的战略核心产品，,中证1000,"鄱阳湖经济区,特钢,轧板,养老金持股,铁矿石,债转股(AMC)",0.4501632852128231
000998.SZ,隆平高科,161.04,163.3,12.4,1.89,2.88,1.98,1.24,农林牧渔-种植业与林业-种子生产,粮食,农业,必需消费,水稻种子,中国境内种业龙头,研制、生产及销售农作物种子的农业产业化龙头企业,中证500,"三农,国企改革,乡村振兴,粮食,新疆发展,生态农业,棉,农业种植,转基因,超级稻,电子商务,俄乌冲突,玉米,MSCI",0.7253873197972881
002034.SZ,旺能环境,59.82,60.22,14.02,1.89,2.76,0.39,0.65,环保-环保-固废治理,垃圾处理,环保,公共事业,垃圾焚烧发电,垃圾焚烧发电行业的龙头企业之一,城市固体废弃物处置以及相关环境产业的投资、建设及运营,中证1000,"PPP,节能环保,固废处理,生物质能发电,垃圾分类,动力电池回收",0.15996591563621487
002083.SZ,孚日股份,40.04,40.06,4.87,1.88,2.93,0.59,1.49,纺织服装-纺织制造-棉纺,纺织制造,纺织,可选消费,毛巾,国内家纺企业中出口份额始终处于领先位次,拥有达世界先进水平的棉纺、染色、织造、印花等各类生产设备,中证2000,"军工,电解液,国企改革,锂电池,人民币贬值受益,世界杯,冬奥会,三胎,抗病毒面料,地方国企改革,电子商务,中俄贸易,外贸受益,一带一路,新材料,托育服务",0.28624228887961395
600161.SH,天坛生物,472.76,472.76,28.69,1.88,2.49,2.83,0.6,医药生物-生物制品-血液制品,血液制品,生物,生物医药,血液制品,国内血液制品行业三甲企业之一,国内领先的血液制品生产企业,中证500,"国企改革,肝炎,央企国企改革,血液制品,MSCI,医疗改革",0.7110096666491086
002110.SZ,三钢闽光,92.3,93.16,3.8,1.88,2.95,0.52,0.57,黑色金属-钢铁-普钢,普钢,钢铁,资源,螺纹钢,福建著名的钢铁生产基地，福建唯一的钢材期货交割品牌,福建省最大的钢铁生产基地,,"海峡两岸,国企改革,地方国企改革,福建基建,核电,MSCI,数据中心,电力改革",0.217003828596989
300699.SZ,光威复材,239.87,243.92,29.34,1.88,3.65,5.24,2.2,国防军工-国防军工-航空装备,碳纤维,合成材料,化工,碳纤维及织物,碳纤维产业链的领军第一股,国内碳纤维行业领军企业,中证500,"航空航天,军工,风电,氢能源,碳纤维,军民融合,MSCI,新材料,大飞机",2.5414910391258196
002429.SZ,兆驰股份,246.58,246.72,5.45,1.87,3.55,2.89,1.18,家用电器-黑色家电-彩电,电视,家电,可选消费,电视机,知名的数字机顶盒和液晶电视ODM制造商,主营家庭视听消费类电子产品，正积极进军半导体行业,中证500,"5G,数字电视,国企改革,WiFi 6,消费电子,深圳国企改革,小米,超清视频,节能照明,芯片,电子信息,MicroLED,粤港澳大湾区,氮化镓,MiniLED,拼多多,地方国企改革,富士康,F5G,广东国企改革,智能电视,智能音箱,恒大,第三代半导体,网络视频",1.3411823793637487
000593.SZ,德龙汇能,17.6,17.61,4.91,1.87,5.19,0.51,2.88,公用事业-燃气-燃气Ⅲ,燃气,石油,资源,天然气,拥有江西上饶市和大连瓦房店燃气特许经营权,公司现有5个区域的管道燃气业务特许经营权,中证2000,"天然气,信托,地下管网,青蒿素,LNG加气站,油气运输仓储,储能,抗寒,西气东输",0.6722693699206517
