涨停日期,一字板,涨停数,跌停数,开板数,开板率,连板数,最高 连板,两市 总成交,两市 总涨幅,涨停 总成交,涨停 总封单,涨停 最大封单,涨停封单,涨停 最大成交,涨停成交额,当日题材,连板股,反包股,长腿股,开板股,趋势股,大成交股,page
"2022-04-11
周一
涨停明细",17,53,43,54,50.50%,13,6,9638亿,-3.12%,253.43亿,39.53亿,4.73亿,"4.73亿广汇物流, 3.99亿北新路桥, 2.07亿中储股份, 1.62亿东百集团, 1.39亿凯龙股份",36.01亿,"36亿天保基建, 18.6亿中交地产, 18.3亿六国化工, 16.4亿光大嘉宝, 15.8亿农发种业",水泥建材/工程建设/中药/航运港口/房地产开/商业百货/装修装饰,"6板国统股份, 4板北新路桥/大理药业, 3板宁波富达/北部湾港, 2板中交地产/广汇物流/东百集团/安徽建工/名雕股份/六国化工/空港股份",,23.46%农尚环境/22.22%中交地产/22.20%大理药业/20.58%神农科技/17.18%华绿生物/16.25%中华企业/16.07%北部湾港/15.78%奥翔药业/15.52%天保基建/15.27%招标股份/14.50%贵广网络,"4板中华企业(5.92%), 3板南京公用(-8.44%), 3板新疆交建(3.29%), 2板山东路桥(9.49%), 2板渤海股份(-3.49%), 2板粤桂股份(5.41%), 2板梦网科技(6.84%), 2板中岩大地(3.4%)","136天康隆达, 102天海联金汇, 96天迪威尔, 92天上海凯宝, 84天浙江建投, 82天建发股份, 82天大有能源, 78天博信股份, 73天唐人神, 72天傲农生物",95亿宁德时代/76亿贵州茅台/67亿以岭药业/62亿东方财富/49亿天齐锂业/48亿九安医疗/45亿比亚迪/45亿赣锋锂业/41亿云天化/39亿中国医药/38亿五 粮 液/37亿隆基绿能,
"2022-04-08
周五
涨停明细",4,64,19,25,28.10%,15,6,9266亿,0.18%,476.5亿,36.38亿,2.74亿,"2.74亿光大嘉宝, 2.17亿兴发集团, 2.1亿北新路桥, 1.94亿宁波富达, 1.73亿天保基建",28.49亿,"28.5亿兴发集团, 24.8亿天保基建, 22亿南国置业, 21.8亿南山控股, 19.6亿中交地产",水泥建材/房地产开/工程建设/装修装饰/中药/燃气/酿酒行业,"6板海南瑞泽, 5板国统股份, 4板南山控股, 3板北新路桥/中天精装/大理药业/新华联, 2板南京公用/宁波富达/新疆交建/三和管桩/蓝光发展",四川金顶/南国置业/天保基建/齐鲁银行/栖霞建设/八一钢铁/中交地产/青松建化,23.93%江苏博云/20.83%栖霞建设/19.32%楚天龙/19.25%南山控股/18.65%中华企业/15.96%华蓝集团/15.54%华远地产/15.47%八一钢铁/14.93%川金诺/14.90%农尚环境,"3板英联股份(-4.74%), 3板中华企业(9.2%), 2板东方铁塔(8.15%), 2板博闻科技(0.31%), 1板湖北宜化(8.22%), 1板山东路桥(7.04%), 1板渝 开 发(4.35%)","135天康隆达, 101天海联金汇, 95天迪威尔, 91天上海凯宝, 83天浙江建投, 81天建发股份, 81天大有能源, 77天博信股份, 72天唐人神, 71天傲农生物",63亿以岭药业/61亿三一重工/56亿东方财富/55亿云天化/46亿宁德时代/46亿九安医疗/44亿中国建筑/42亿比亚迪/41亿贵州茅台/39亿盐湖股份/39亿中国医药/39亿紫金矿业,
"2022-04-07
周四
涨停明细",1,32,31,38,54.30%,12,5,9232亿,-1.54%,228.3亿,23.53亿,5.22亿,"5.22亿中国武夷, 1.52亿国统股份, 1.45亿博闻科技, 1.34亿北新路桥, 1.06亿蓝光发展",66.86亿,"66.9亿以岭药业, 20.2亿海南瑞泽, 10.7亿新疆交建, 9.4亿南山控股, 9.1亿鹿山新材",房地产开/水泥建材/航运港口/塑料制品/汽车零部/工程建设/中药,"5板中国武夷/海南瑞泽, 4板盛航股份/国统股份, 3板南山控股/鹿山新材, 2板新华联/中天精装/纽泰格/北新路桥/大理药业/以岭药业",,25.44%泰恩康/18.64%鹿山新材/15.43%南国置业/15.42%海南瑞泽/15.38%蓝光发展/14.93%纽泰格,"11板中交地产(2.28%), 5板南国置业(4.12%), 4板瑞康医药(-9.97%), 3板栖霞建设(2.04%), 3板博瑞传播(-4.15%), 3板齐鲁银行(-2.7%), 2板学大教育(6.36%), 2板英联股份(2.49%)","134天康隆达, 100天海联金汇, 94天迪威尔, 90天上海凯宝, 82天浙江建投, 80天建发股份, 80天大有能源, 76天博信股份, 71天唐人神, 70天傲农生物",67亿以岭药业/59亿宁德时代/50亿东方财富/48亿云天化/47亿中国医药/43亿九安医疗/42亿盐湖股份/40亿复星医药/38亿万 科Ａ/36亿贵州茅台/35亿天保基建/34亿隆基绿能,
"2022-04-06
周三
涨停明细",6,82,14,43,34.40%,23,7,9662亿,-0.21%,372.93亿,54.5亿,4.91亿,"4.91亿中国武夷, 3亿中交地产, 2.61亿瑞康医药, 1.67亿奥翔药业, 1.63亿华夏幸福",42.65亿,"42.7亿以岭药业, 22.8亿ST美盛, 16.4亿盘龙药业, 15.4亿华菱钢铁, 13.9亿雪人股份",房地产开/水泥建材/通信设备/医药商业/贸易行业/航运港口/中药,"7板中交地产, 4板中国武夷/南国置业/海南瑞泽/沙河股份/楚天龙, 3板盛航股份/瑞康医药/同达创业/国统股份/深天地Ａ, 2板三木集团",,22.22%国统股份/19.66%纽泰格/17.30%金刚退/16.71%香雪制药/14.91%全通教育/14.89%三木集团/14.60%深深房Ａ/14.54%楚天龙/14.54%鹿山新材/14.47%粤 水 电,"3板深物业A(4.35%), 3板顺钠股份(-5.71%), 3板鼎龙文化(1.14%), 3板雪峰科技(2.04%), 2板经纬纺机(1.05%), 2板安妮股份(6.95%), 2板*ST亚联(2.31%), 2板盛通股份(4.48%)","133天康隆达, 99天海联金汇, 93天迪威尔, 89天上海凯宝, 87天海辰药业, 81天浙江建投, 79天建发股份, 79天大有能源, 79天宁波建工, 75天博信股份",63亿万 科Ａ/60亿隆基绿能/57亿中远海控/55亿中国建筑/50亿比亚迪/49亿中国医药/49亿复星医药/49亿九安医疗/49亿贵州茅台/44亿东方财富/43亿宁德时代/43亿以岭药业,
"2022-04-01
周五
涨停明细",3,71,16,16,18.40%,18,6,9360亿,0.91%,421.39亿,43.78亿,4.06亿,"4.06亿中国武夷, 1.94亿中远海控, 1.76亿中交地产, 1.54亿康芝药业, 1.44亿顺钠股份",67.46亿,"67.5亿中远海控, 25.9亿湖北广电, 23.2亿中科金财, 16.5亿信达地产, 16.3亿华发股份",房地产开/互联网服/水泥建材/通信设备/航运港口/文化传媒/旅游酒店,"6板中交地产, 4板中科金财, 3板中国武夷/南国置业/楚天龙/沙河股份/海南瑞泽, 2板瑞康医药/泰林生物/顺钠股份/盛航股份/同达创业",深物业A/京能置业/南山控股/信达地产,23.27%君亭酒店/19.81%富春股份/18.76%渝 开 发/18.01%*ST安控/16.28%信达地产/16.22%同达创业/15.99%阳光股份/15.53%锋尚文化/15.49%鼎龙文化/15.11%海希通讯/14.59%南山控股/14.38%海南发展,"7板海泰发展(-2.84%), 6板农发种业(-6.54%), 4板金浦钛业(1.74%), 3板建艺集团(-3.27%), 2板神驰机电(3.14%), 1板神州数码(5.34%), 1板安妮股份(4.38%), 1板中粮资本(5.85%)","132天康隆达, 98天海联金汇, 92天迪威尔, 88天上海凯宝, 86天海辰药业, 80天浙江建投, 79天中天服务, 78天建发股份, 78天大有能源, 78天宁波建工",79亿贵州茅台/73亿中国医药/72亿东方财富/68亿中远海控/60亿万 科Ａ/54亿复星医药/52亿九安医疗/49亿宁德时代/46亿五 粮 液/46亿阳 光 城/43亿比亚迪/37亿隆基绿能,
"2022-03-31
周四
涨停明细",5,55,6,57,50.90%,14,6,10094亿,-0.81%,380.94亿,41.9亿,5.84亿,"5.84亿鹿山新材, 3.04亿中国武夷, 2.69亿海泰发展, 2.67亿恒宝股份, 2.36亿阳 光 城",43.57亿,"43.6亿阳 光 城, 30.9亿粤 水 电, 26.4亿振东制药, 22.5亿农发种业, 20.4亿莱茵生物",房地产开/中药/互联网服/软件开发/通信设备/装修装饰/水泥建材,"6板海泰发展, 5板中交地产, 4板渝 开 发, 3板太安堂/中科金财/联络互动, 2板沙河股份/中国武夷/天保基建/南国置业/楚天龙/海南瑞泽",粤 水 电/莱茵生物/农发种业/阳 光 城,23.88%泰林生物/21.28%雅艺科技/18.91%旗天科技/18.49%雄帝科技/17.08%阳 光 城/16.38%建科机械/15.63%三湘印象/15.52%农发种业/15.25%联络互动/14.82%莱茵生物/14.81%退市新亿/14.76%世联行,"8板信达地产(4.08%), 5板三湘印象(9.35%), 5板贵州百灵(0%), 4板天房发展(-6.12%), 3板世荣兆业(2.93%), 3板中国医药(-9.64%), 3板六国化工(5.65%), 2板津滨发展(-3.32%)","131天康隆达, 97天海联金汇, 91天迪威尔, 87天上海凯宝, 85天海辰药业, 80天腾达建设, 79天浙江建投, 78天中天服务, 77天建发股份, 77天大有能源",109亿中国医药/77亿九安医疗/64亿万 科Ａ/63亿复星医药/54亿东方财富/51亿天齐锂业/49亿宁德时代/47亿隆基绿能/46亿以岭药业/46亿永太科技/44亿阳 光 城/43亿贵州茅台,
"2022-03-30
周三
涨停明细",3,80,1,33,29.20%,14,5,9585亿,2.53%,457.62亿,59.1亿,7.33亿,"7.33亿鹿山新材, 3.32亿中国医药, 2.82亿海泰发展, 2.73亿永太科技, 2.01亿金浦钛业",52.75亿,"52.8亿中国医药, 28.9亿美诺华, 27.7亿贵州百灵, 19.8亿永太科技, 16亿盘龙药业",房地产开/中药/医疗服务/通用设备/化学原料/医药商业/软件开发,"5板海泰发展, 4板中交地产/贵州百灵, 3板渝 开 发/天房发展/创新医疗/津荣天宇, 2板金浦钛业/世荣兆业/联络互动/双环科技/中国医药",中国武夷/信达地产/三湘印象/美诺华,22.55%津荣天宇/22.19%创新医疗/22.11%世荣兆业/21.52%江苏博云/19.80%特发服务/18.86%三湘印象/18.38%英杰电气/17.47%泰和科技/16.37%天房发展/15.27%耐普矿机/14.79%圣诺生物/14.09%美瑞新材,"5板莱茵生物(5.73%), 4板农发种业(5.14%), 3板ST獐子岛(-5.36%), 2板美好置业(2.73%), 2板华神科技(0.33%), 2板新力金融(1.11%), 2板六国化工(4.28%), 2板贵州三力(5.96%)","130天康隆达, 96天海联金汇, 90天迪威尔, 86天上海凯宝, 84天海辰药业, 79天腾达建设, 78天浙江建投, 77天中天服务, 76天建发股份, 76天大有能源",90亿东方财富/83亿宁德时代/78亿九安医疗/73亿贵州茅台/60亿复星医药/58亿比亚迪/53亿中国医药/50亿五 粮 液/48亿隆基绿能/48亿天齐锂业/47亿阳 光 城/43亿亿纬锂能,
"2022-03-29
周二
涨停明细",5,56,17,32,36.40%,14,5,8643亿,-0.39%,356.69亿,42.7亿,3.4亿,"3.4亿鹿山新材, 3.2亿奥泰生物, 2.13亿金浦钛业, 2.05亿京粮控股, 1.88亿美好置业",77.91亿,"77.9亿中国医药, 23.2亿湖北宜化, 20.9亿贵州百灵, 15.4亿天邦食品, 11亿华润三九",通信设备/房地产开/农牧饲渔/纺织服装/中药/医疗器械/航运港口,"5板武汉凡谷, 4板海泰发展/华升股份/京粮控股, 3板中交地产/农发种业/贵州百灵, 2板ST獐子岛/天房发展/渝 开 发/明德生物/创新医疗",,25.94%万辰生物/23.31%*ST吉药/22.18%中交地产/16.40%美好置业/15.72%中国医药/15.11%川金诺/14.58%富邦股份/14.39%深粮控股/14.02%超讯通信,"6板信达地产(0%), 4板莱茵生物(-3.52%), 4板美诺华(3%), 3板三湘印象(-5.64%), 2板中远海能(7.2%), 2板亚通股份(-2.04%), 2板曲江文旅(3.43%), 2板济南高新(1.26%)","129天康隆达, 95天海联金汇, 89天迪威尔, 85天上海凯宝, 83天海辰药业, 79天杭州解百, 78天腾达建设, 77天浙江建投, 76天中天服务, 75天建发股份",78亿中国医药/64亿九安医疗/56亿复星医药/55亿宁德时代/52亿云天化/48亿歌尔股份/43亿贵州茅台/41亿天齐锂业/41亿隆基绿能/38亿立讯精密/36亿五 粮 液/34亿精华制药,
"2022-03-28
周一
涨停明细",4,61,17,34,35.80%,16,9,8701亿,-0.47%,300.28亿,50.23亿,7.41亿,"7.41亿立航科技, 5.85亿美诺华, 3.04亿莱茵生物, 2.24亿海泰发展, 1.98亿华升股份",30.55亿,"30.5亿阳 光 城, 19.1亿盘龙药业, 15.9亿农发种业, 15.1亿天保基建, 12.7亿贵州百灵",房地产开/中药/通信设备/农牧饲渔/纺织服装/文化传媒/造纸印刷,"9板盘龙药业/天保基建, 4板武汉凡谷, 3板京粮控股/华升股份/海泰发展, 2板莱茵生物/永吉股份/农发种业/如意集团/中国国贸/华夏幸福",美诺华/信达地产,19.85%武汉凡谷/17.55%雅本化学/17.33%九联科技/15.53%同为股份/15.06%三湘印象/14.89%天房发展/14.58%津荣天宇/14.56%佳禾智能/14.30%国机汽车/14.30%东方通信/14.03%贵广网络,"12板万控智造(-9.84%), 8板中欣氟材(1.25%), 3板华润双鹤(7.19%), 3板龙头股份(2.71%), 3板上海三毛(-2.23%), 3板富佳股份(-3.54%), 2板浙江震元(2.97%), 2板南宁糖业(7%)","128天康隆达, 94天海联金汇, 88天迪威尔, 84天上海凯宝, 82天海辰药业, 78天杭州解百, 77天腾达建设, 76天浙江建投, 75天中天服务, 74天建发股份",94亿贵州茅台/73亿宁德时代/56亿九安医疗/51亿天齐锂业/50亿中国医药/46亿精华制药/42亿五 粮 液/40亿永太科技/39亿雅本化学/38亿东方财富/36亿隆基绿能/33亿比亚迪,
"2022-03-25
周五
涨停明细",5,73,9,46,38.70%,15,9,9190亿,-1.53%,324.71亿,61.13亿,18.58亿,"18.58亿立航科技, 4.05亿盘龙药业, 1.48亿庄园牧场, 1.43亿天保基建, 1.41亿粤 水 电",24.77亿,"24.8亿北玻股份, 23.8亿粤 水 电, 19.7亿冠城大通, 16.1亿亚太药业, 12.8亿吉翔股份",玻璃玻纤/房地产开/中药/化学制药/通信设备/纺织服装/汽车零部,"9板北玻股份, 8板盘龙药业/天保基建, 4板冠城大通, 3板亚太药业/武汉凡谷, 2板华升股份/富佳股份/海泰发展/跃岭股份/龙头股份/京新药业",莱茵生物/吉翔股份/中交地产/上海物贸,19.93%天泽信息/19.49%英飞特/19.28%宣亚国际/18.96%星徽股份/17.97%中交地产/17.03%崧盛股份/16.92%益盛药业/14.77%华夏幸福,"8板精华制药(-7.18%), 7板中欣氟材(2.29%), 5板星湖科技(-0.24%), 4板信达地产(5.56%), 3板宝莫股份(-4.28%), 3板华森制药(9.33%), 2板英 力 特(4.11%), 2板双塔食品(2.15%)","127天康隆达, 93天海联金汇, 87天迪威尔, 83天上海凯宝, 81天海辰药业, 77天杭州解百, 76天腾达建设, 76天益民集团, 75天浙江建投, 74天中天服务",71亿九安医疗/61亿天齐锂业/60亿精华制药/58亿中国医药/52亿上海医药/52亿永太科技/51亿贵州茅台/50亿比亚迪/47亿宁德时代/44亿东方财富/42亿药明康德/38亿隆基绿能,
"2022-03-24
周四
涨停明细",4,62,5,33,34.70%,15,8,9208亿,-0.74%,435.37亿,71.46亿,17.11亿,"17.11亿立航科技, 5.84亿粤 水 电, 3.85亿上海医药, 3.3亿九安医疗, 3.27亿盘龙药业",61.4亿,"61.4亿九安医疗, 33.3亿永太科技, 32.3亿阳 光 城, 31.1亿精华制药, 23.2亿上海医药",玻璃玻纤/房地产开/中药/装修装饰/工程建设/通用设备/电网设备,"8板北玻股份, 7板盘龙药业/天保基建, 6板阳 光 城, 5板ST广田, 4板粤 水 电, 3板冠城大通/京城股份/信达地产/万控智造, 2板阳光股份/武汉凡谷",祥和实业/中欣氟材/精华制药,22.32%北玻股份/21.61%本立科技/19.29%万控智造/17.06%耀皮玻璃/16.21%ST广田/16.17%圣诺生物/15.45%赛隆药业/15.35%久祺股份,"3板中交地产(1.39%), 3板吉翔股份(5.98%), 2板闽发铝业(5.68%), 2板雪人股份(-1.63%), 2板首航高科(0.25%), 2板浙江新能(0.9%), 2板海正药业(9.41%), 2板天房发展(6.72%)","126天康隆达, 92天海联金汇, 86天迪威尔, 82天上海凯宝, 80天海辰药业, 76天杭州解百, 75天腾达建设, 75天益民集团, 74天浙江建投, 73天中天服务",78亿中国医药/61亿九安医疗/61亿中兴通讯/59亿复星医药/56亿药明康德/47亿东方财富/45亿贵州茅台/43亿宁德时代/43亿天齐锂业/41亿隆基绿能/36亿云天化/36亿雪人股份,
"2022-03-23
周三
涨停明细",11,69,8,44,38.90%,18,7,9436亿,0.54%,352.06亿,70.3亿,20亿,"20亿中兴通讯, 5.2亿粤 水 电, 5.1亿立航科技, 4.6亿盘龙药业, 3.43亿京城股份",37.87亿,"37.9亿宁波建工, 22.4亿北玻股份, 17.4亿大金重工, 15.9亿阳 光 城, 15亿万控智造",玻璃玻纤/房地产开/中药/食品饮料/汽车服务/装修装饰/工程建设,"7板北玻股份, 6板盘龙药业/天保基建, 5板阳 光 城, 4板ST广田/西王食品/国机汽车/荣安地产, 3板粤 水 电/宁波建工, 2板星湖科技/冠城大通",中交地产,21.89%特发服务/21.68%荣安地产/20.00%吉大通信/18.74%新光药业/18.35%天永智能/17.43%宁波建工/16.89%中交地产/15.65%万控智造/15.20%共同药业/15.14%佳发教育/14.13%昇辉科技,"6板精华制药(5.97%), 5板中欣氟材(5.78%), 4板众生药业(6.16%), 4板益盛药业(-6.42%), 3板远大智能(1.69%), 3板光大嘉宝(3.24%), 3板野马电池(0.04%), 2板中南建设(9.42%)","125天康隆达, 91天海联金汇, 85天迪威尔, 81天上海凯宝, 79天海辰药业, 76天恒宝股份, 75天杭州解百, 74天腾达建设, 74天益民集团, 73天浙江建投",101亿贵州茅台/73亿中国医药/62亿兴业银行/60亿复星医药/45亿海联金汇/43亿宁德时代/43亿精华制药/43亿九安医疗/42亿美锦能源/38亿宁波建工/38亿天齐锂业/37亿东方财富,
"2022-03-22
周二
涨停明细",10,79,8,36,31.30%,28,7,9636亿,-0.15%,423.83亿,70.1亿,10.98亿,"10.98亿立航科技, 5.05亿盘龙药业, 4.19亿中欣氟材, 3.92亿北玻股份, 3.16亿粤 水 电",36.72亿,"36.7亿精华制药, 34.3亿海联金汇, 26.5亿宋都股份, 20.2亿合富中国, 14.1亿龙津药业",房地产开/玻璃玻纤/中药/医疗器械/化学制品/装修装饰/汽车服务,"7板宋都股份, 6板北玻股份, 5板天保基建/盘龙药业/苏州高新, 4板中欣氟材/合富中国/阳 光 城, 3板西王食品/耀皮玻璃/国机汽车/荣安地产",星湖科技,26.89%特发服务/21.43%顶固集创/18.20%广生堂/17.78%金银河/17.18%嘉凯城/17.01%丝路视觉/16.87%粤海饲料/16.72%荣安地产/16.30%ST广田/15.99%光大嘉宝/15.34%宋都股份/14.34%建艺集团,"6板岭南控股(-8.72%), 3板海螺新材(-4.49%), 3板众生药业(7.22%), 3板廊坊发展(8.14%), 3板建研院(-4.05%), 3板交建股份(-5.51%), 2板浙江交科(-0.54%), 2板龙洲股份(3.89%)","124天康隆达, 90天海联金汇, 84天迪威尔, 80天上海凯宝, 78天海辰药业, 75天恒宝股份, 74天杭州解百, 73天腾达建设, 73天益民集团, 72天浙江建投",88亿复星医药/76亿中国医药/53亿上海医药/52亿宁德时代/48亿天齐锂业/44亿东方财富/41亿永太科技/41亿隆基绿能/40亿九安医疗/37亿雅本化学/37亿精华制药/37亿红日药业,
"2022-03-21
周一
涨停明细",17,116,0,34,22.70%,36,6,10160亿,0.25%,627.33亿,96.34亿,10.81亿,"10.81亿立航科技, 6.7亿复星医药, 4.9亿上海医药, 4.47亿北玻股份, 4.26亿盘龙药业",60.73亿,"60.7亿复星医药, 60.1亿中国医药, 27.6亿精华制药, 25.8亿永太科技, 24.6亿北大医药",房地产开/旅游酒店/玻璃玻纤/中药/食品饮料/医药商业/化学制药,"6板宋都股份, 5板北玻股份/岭南控股, 4板盘龙药业/苏州高新/天保基建/中国医药/青海春天, 3板鞍重股份/中欣氟材/上海医药/合富中国",汇通集团,20.10%海昌新材/20.07%XR力芯微/19.50%万辰生物/18.46%北大医药/16.49%华康医疗/16.49%瑞联新材/16.21%华绿生物/16.16%中国医药/15.96%东威科技/15.69%双杰电气/14.87%龙津药业/14.57%通用电梯,"4板新华联(3.32%), 2板金房节能(5.77%), 2板豫能控股(4.55%), 2板兄弟科技(7.57%), 2板纳尔股份(7.51%), 2板先锋新材(13.93%), 2板湖南天雁(6.5%), 2板威尔药业(6.22%)","123天康隆达, 89天海联金汇, 83天迪威尔, 81天保利联合, 79天上海凯宝, 77天海辰药业, 74天恒宝股份, 73天杭州解百, 72天腾达建设, 72天益民集团",73亿东方财富/72亿宁德时代/68亿比亚迪/63亿九安医疗/61亿复星医药/60亿中国医药/55亿隆基绿能/55亿天齐锂业/51亿红日药业/48亿贵州茅台/45亿中国平安/42亿亿纬锂能,
"2022-03-18
周五
涨停明细",7,105,3,15,12.50%,21,6,9914亿,0.69%,532.91亿,62.36亿,5.1亿,"5.1亿立航科技, 4.32亿上海医药, 2.28亿海联金汇, 2.09亿北玻股份, 1.99亿盘龙药业",67.02亿,"67亿中国医药, 35.5亿海联金汇, 28.5亿浙江建投, 28亿精华制药, 23.9亿南威软件",互联网服/房地产开/工程建设/玻璃玻纤/旅游酒店/中药/医药商业,"6板南威软件, 5板宋都股份, 4板北玻股份/岭南控股/浙江建投, 3板盘龙药业/青海春天/苏州高新/天保基建/新华联/中国医药/海联金汇",耀皮玻璃/云南能投/宝鹰股份/华创阳安/精华制药,23.87%华蓝集团/23.39%建研设计/21.59%百胜智能/20.79%尔康制药/20.56%开尔新材/20.10%舒泰神/19.98%晶雪节能/16.80%精华制药/16.56%中路股份/16.45%华平股份/15.73%新华联/15.43%君实生物,"3板京泉华(5.68%), 2板山西路桥(8.9%), 2板宇晶股份(9.02%), 2板渤海化学(7.53%), 2板汇通集团(7.65%), 1板京蓝科技(5.62%), 1板滨江集团(9.78%), 1板神开股份(6.36%)","122天康隆达, 88天海联金汇, 82天迪威尔, 80天保利联合, 79天皖通高速, 78天西部创业, 78天上海凯宝, 78天设研院, 76天海辰药业, 73天恒宝股份",84亿宁德时代/73亿中国平安/71亿东方财富/67亿中国医药/66亿贵州茅台/58亿复星医药/56亿红日药业/42亿亿纬锂能/42亿沃森生物/42亿天齐锂业/42亿招商银行/40亿雅本化学,
