,0,1,2,3,4,5,6,7,8,9,10,11
848,CI0000053161-XPAR,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
849,NL0011832811-XAMS,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
850,FR0014005SB3-XPAR,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
851,FR0000121147-MTAH,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101025,Auto Parts,,,
852,FR0000121147-BGEM,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101025,Auto Parts,,,
853,FR0000121147-XPAR,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101025,Auto Parts,,,
854,IT0005388217-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
855,BE0003752665-XBRU,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101020,Soft Drinks,,
856,FR0010485268-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203055,Recreational Vehicles and Boats,,,
857,FR0013030152-XPAR,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
858,FR0013222346-XMLI,30,Financials,3020,Financial Services,302010,Finance and Credit Services,30201030,Financial Data Providers,,,
859,FR0010823724-XMLI,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
860,IT0005508574-EXGM,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101015,Engineering and Contracting Services,,,
861,IT0005335754-EXGM,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101035,Building Materials: Other,,,
862,FR0004187367-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
863,IT0004819857-EXGM,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
864,DE0005785604-BGEM,20,Health Care,2010,Health Care,201010,Health Care Providers,20101025,Health Care Services,,,
865,DE0005785802-BGEM,20,Health Care,2010,Health Care,201010,Health Care Providers,20101025,Health Care Services,,,
866,FR0010588079-XPAR,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
867,IT0005378457-EXGM,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
868,CY0200352116-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
869,NO0010936792-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
870,NL00150003E1-XAMS,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101015,Engineering and Contracting Services,,,
871,PTFCP0AM0008-XLIS,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
872,IT0005445108-EXGM,40,Consumer Discretionary,4020,Consumer Products and Services,402010,Consumer Services ,40201040,Rental and Leasing Services: Consumer,,,
873,FR0000053415-XMLI,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205025,Business Training and Employment Agencies,,,
874,IT0005498610-EXGM,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
875,IT0005023038-MTAA,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
876,BE0003818359-XAMS,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
877,FR0011100759-XMLI,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201030,Nondurable Household Products,
878,FR0000030611-XPAR,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
879,PTGAL0AM0009-XLIS,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101000,Integrated Oil and Gas,,
880,IT0005122392-EXGM,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
881,US36467X2062-XOSL,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
882,IT0005345233-MTAA,20,Health Care,2010,Health Care,201010,Health Care Providers,20101010,Health Care Facilities,,,
883,IT0004098510-MTAA,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101000,Integrated Oil and Gas,,
884,FR0000124414-ALXP,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203030,Containers and Packaging,,,
885,FR0000034894-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
886,FR0013495298-ALXP,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204020,Machinery: Construction and Handling,,,
887,BE0003797140-XBRU,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
888,NO0010262686-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
889,FR0000053035-XPAR,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202025,Electronic Equipment: Gauges and Meters,,,
890,FR0000079634-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
891,FR0010040865-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102030,Office REITs,,,
892,IT0003203947-MTAA,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202025,Electronic Equipment: Gauges and Meters,,,
893,IT0005312365-EXGM,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
894,US3696043013-XPAR,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203000,Diversified Industrials,,,
895,IT0005144784-MTAA,30,Financials,3020,Financial Services,302010,Finance and Credit Services,30201020,Consumer Lending,,,
896,IT0000062072-MTAH,30,Financials,3030,Insurance,303020,Non-life Insurance,30302010,Full Line Insurance,,,
897,IT0000062072-MTAA,30,Financials,3030,Insurance,303020,Non-life Insurance,30302010,Full Line Insurance,,,
898,CH0308403085-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
899,FR0004163111-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
900,FR0011799907-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
901,FR0004053510-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
902,FR0013183985-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
903,NO0010748866-XOSL,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
904,IT0005531261-EXGM,55,Basic Materials,5510,Basic Resources,551010,Industrial Materials,55101020,Textile Products,,,
905,PTGVE1AE0009-XMLI,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
906,NL0000430106-XAMS,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
907,IT0003697080-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204025,Footwear,,,
908,IT0004942915-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
909,FR0010533075-XPAR,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206020,Railroads,,,
910,FR0000033888-ALXP,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204050,Machinery: Specialty,,,
911,IT0005341059-EXGM,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202025,Household Equipment and Products,,,
912,GG00BMB5XZ39-XAMS,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
913,GG00BMB5XY22-XAMS,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
914,NO0011013765-MERK,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
915,IT0005122400-MTAA,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102010,Cable Television Services,,,
916,IT0005453003-EXGM,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401020,Apparel Retailers,,,
917,BE0003699130-XBRU,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
918,IT0005391138-EXGM,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204030,Luxury Items,,,
919,NO0010582521-XOSL,30,Financials,3030,Insurance,303020,Non-life Insurance,30302010,Full Line Insurance,,,
920,FR0000066672-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
921,IE0000669501-XMSM,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
922,IT0005454167-XMLI,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
923,IT0005454175-XMLI,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
924,IT0005454134-XMLI,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
925,IE00BD6JX574-XMSM,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202010,Home Construction,,,
926,PTPAD0AM0007-XLIS,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
927,FR0011052257-ALXP,60,Energy,6010,Energy,601020,Alternative Energy,60102010,Alternative Fuels,,,
928,ES0105537007-XMLI,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102040,Residential REITs,,,
929,IT0005038002-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
930,FR0011208693-ALXP,55,Basic Materials,5510,Basic Resources,551030,Precious Metals and Mining,55103025,Gold Mining,,,
931,NO0010813843-MERK,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
932,BMG396372051-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
933,NO0004913609-XOSL,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202030,Electronic Equipment: Pollution Control,,,
934,FR0013371507-XMLI,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
935,FR0010214064-XPAR,65,Utilities,6510,Utilities,651030,Waste and Disposal Services,65103035,Waste and Disposal Services,,,
936,FR0013204070-ALXP,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401030,Specialty Retailers,,,
937,IT0005221517-MTAA,20,Health Care,2010,Health Care,201010,Health Care Providers,20101025,Health Care Services,,,
938,FR0000065971-XPAR,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401025,Home Improvement Retailers,,,
939,NO0011109563-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
940,IE00B1FR8863-XESM,55,Basic Materials,5510,Basic Resources,551020,Industrial Metals and Mining,55102000,General Mining,,,
941,NO0010907744-MERK,55,Basic Materials,5510,Basic Resources,551020,Industrial Metals and Mining,55102000,General Mining,,,
942,IT0005549768-EXGM,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201020,Specialty Chemicals,,,
943,IE00BF2NR112-XESM,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
944,IT0001042297-MTAA,65,Utilities,6510,Utilities,651030,Waste and Disposal Services,65103035,Waste and Disposal Services,,,
945,PTGNV0AM0001-XLIS,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
946,BE0003765790-XBRU,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
947,NO0010365521-XOSL,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
948,IT0005332595-EXGM,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203030,Containers and Packaging,,,
949,FR0014005ZM5-ALXP,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205010,Industrial Suppliers,,,
950,FR00140069V2-ALXP,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
951,FR0000076960-XMLI,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201010,Food Retailers and Wholesalers,
952,FR0000036675-XPAR,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205025,Business Training and Employment Agencies,,,
953,FR0012819381-ALXP,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203030,Containers and Packaging,,,
954,FR0004010338-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
955,FR0000075442-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
956,FR0013439627-ALXP,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
957,FR0012612646-XPAR,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
958,FR0010529719-XMLI,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
959,FR0004155000-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
960,FR0013429404-ALXP,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202030,Electronic Equipment: Pollution Control,,,
961,FR0014000RP6-ALXP,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
962,IT0005040354-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
963,BE0003861789-VPXB,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
964,US36254L2097-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
965,FR0011726835-XPAR,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
966,LU1840650458-XMLI,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501040,Restaurants and Bars,,,
967,FR0000032526-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
968,FR0000066722-XPAR,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102030,Computer Hardware,,,
969,IT0005411209-MTAA,50,Industrials,5020,Industrial Goods and Services,502030,General Industrials,50203015,Plastics,,,
970,NO0004288200-XOSL,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
971,IT0004674666-EXGM,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
