,0,1,2,3,4,5,6,7,8,9
1746,,<a href='/en/product/equities/DE0006969603-MTAH/puma/2pum/quotes' data-order='PUMA' data-title-hover='PUMA'>PUMA</a>,DE0006969603,2PUM,<div class='nowrap pointer' title='Trading After Hours' >MTAH</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>65.00</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >10 Sep 2019<span class=""tooltiptext"">02:00 CEST</span></div>","<div class=""text-right"">56.34</div>","<div class=""text-right"">17 Jul 2023</div>"
1747,,<a href='/en/product/equities/DE0006969603-BGEM/puma/1pum/quotes' data-order='PUMA' data-title-hover='PUMA'>PUMA</a>,DE0006969603,1PUM,<div class='nowrap pointer' title='Borsa Italiana Global Equity Market' >BGEM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>56.34</span></div>,<div class='text-right pd_percent'><span class=red>-0.11%</span></div>,"<div class='text-right pointer tooltipDesign' >14:34 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">56.34</div>","<div class=""text-right"">17 Jul 2023</div>"
1748,,<a href='/en/product/equities/DE000A2G8ZX8-MERK/pyrum-innovations/pyrum/quotes' data-order='PYRUM INNOVATIONS' data-title-hover='PYRUM INNOVATIONS AG'>PYRUM INNOVATIONS</a>,DE000A2G8ZX8,PYRUM,<div class='nowrap pointer' title='Euronext Growth Oslo' >MERK</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>540.00</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >16:00 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">540.00</div>","<div class=""text-right"">17 Jul 2023</div>"
1749,,<a href='/en/product/equities/NO0003103103-XOSL/q-free/qfr/quotes' data-order='Q-FREE' data-title-hover='Q-FREE'>Q-FREE</a>,NO0003103103,QFR,<div class='nowrap pointer' title='Oslo Børs' >XOSL</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>5.74</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>2.50%</span></div>,"<div class='text-right pointer tooltipDesign' >12:39 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">5.74</div>","<div class=""text-right"">17 Jul 2023</div>"
1750,,<a href='/en/product/equities/BE0974272040-XBRU/qrf/qrf/quotes' data-order='QRF' data-title-hover='QRF'>QRF</a>,BE0974272040,QRF,<div class='nowrap pointer' title='Euronext Brussels' >XBRU</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>9.96</span></div>,<div class='text-right pd_percent'><span class=red>-0.40%</span></div>,"<div class='text-right pointer tooltipDesign' >13:39 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">9.96</div>","<div class=""text-right"">17 Jul 2023</div>"
1751,,<a href='/en/product/equities/FR0000120560-XPAR/quadient/qdt/quotes' data-order='QUADIENT' data-title-hover='QUADIENT S.A.'>QUADIENT</a>,FR0000120560,QDT,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>18.80</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.11%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">18.80</div>","<div class=""text-right"">17 Jul 2023</div>"
1752,,<a href='/en/product/equities/ES0105118006-ALXP/quadpack/alqp/quotes' data-order='QUADPACK' data-title-hover='QUADPACK'>QUADPACK</a>,ES0105118006,ALQP,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>19.80</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.51%</span></div>,"<div class='text-right pointer tooltipDesign' >16:24 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">19.80</div>","<div class=""text-right"">17 Jul 2023</div>"
1753,,<a href='/en/product/equities/NO0010785967-MERK/quantafuel/qfuel/quotes' data-order='QUANTAFUEL' data-title-hover='QUANTAFUEL AS'>QUANTAFUEL</a>,NO0010785967,QFUEL,<div class='nowrap pointer' title='Euronext Growth Oslo' >MERK</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>6.32</span></div>,<div class='text-right pd_percent'><span class=red>-0.94%</span></div>,"<div class='text-right pointer tooltipDesign' >16:26 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">6.32</div>","<div class=""text-right"">17 Jul 2023</div>"
1754,,<a href='/en/product/equities/FR0011648971-ALXP/quantum-genomics/alqgc/quotes' data-order='QUANTUM GENOMICS' data-title-hover='QUANTUM GENOMICS'>QUANTUM GENOMICS</a>,FR0011648971,ALQGC,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.15</span></div>,<div class='text-right pd_percent'><span class=red>-0.13%</span></div>,"<div class='text-right pointer tooltipDesign' >17:13 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.15</div>","<div class=""text-right"">17 Jul 2023</div>"
1755,,<a href='/en/product/equities/NO0011019119-MERK/questback-group/quest/quotes' data-order='QUESTBACK GROUP' data-title-hover='QUESTBACK GROUP AS'>QUESTBACK GROUP</a>,NO0011019119,QUEST,<div class='nowrap pointer' title='Euronext Growth Oslo' >MERK</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>42.00</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >30 Dec 2022<span class=""tooltiptext"">15:14 CET</span></div>","<div class=""text-right"">42.00</div>","<div class=""text-right"">17 Jul 2023</div>"
1756,,<a href='/en/product/equities/CA74836K1003-XOSL/questerre-energy/qec/quotes' data-order='QUESTERRE ENERGY' data-title-hover='QUESTERRE ENERGY CORPORATION'>QUESTERRE ENERGY</a>,CA74836K1003,QEC,<div class='nowrap pointer' title='Oslo Børs' >XOSL</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>1.60</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>1.39%</span></div>,"<div class='text-right pointer tooltipDesign' >16:25 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">1.60</div>","<div class=""text-right"">17 Jul 2023</div>"
1757,,<a href='/en/product/equities/BE0003730448-XBRU/questfor-gr-pricaf/qfg/quotes' data-order='QUESTFOR GR-PRICAF' data-title-hover='QUESTFOR GR-PRICAF'>QUESTFOR GR-PRICAF</a>,BE0003730448,QFG,<div class='nowrap pointer' title='Euronext Brussels' >XBRU</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>5.28</span></div>,<div class='text-right pd_percent'><span class=red>-3.30%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">5.28</div>","<div class=""text-right"">17 Jul 2023</div>"
1758,,<a href='/en/product/equities/FR0010889386-ALXP/qwamplify/alqwa/quotes' data-order='QWAMPLIFY' data-title-hover='QWAMPLIFY'>QWAMPLIFY</a>,FR0010889386,ALQWA,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>2.94</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>1.38%</span></div>,"<div class='text-right pointer tooltipDesign' >17:02 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">2.94</div>","<div class=""text-right"">17 Jul 2023</div>"
1759,,<a href='/en/product/equities/FR0013472677-ALXP/qwamplify-bsaane/qwabs/quotes' data-order='QWAMPLIFY BSAANE' data-title-hover='QWAMPLIFY BSAANE'>QWAMPLIFY BSAANE</a>,FR0013472677,QWABS,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>-</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >-<span class=""tooltiptext""></span></div>","<div class=""text-right"">-</div>","<div class=""text-right"">-</div>"
1760,,<a href='/en/product/equities/IT0005466963-ALXP/racing-force/alrfg/quotes' data-order='RACING FORCE' data-title-hover='RACING FORCE S.p.A.'>RACING FORCE</a>,IT0005466963,ALRFG,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>5.84</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >09:00 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">5.84</div>","<div class=""text-right"">17 Jul 2023</div>"
1761,,<a href='/en/product/equities/IT0005466963-EXGM/racing-force/rfg/quotes' data-order='RACING FORCE' data-title-hover='RACING FORCE'>RACING FORCE</a>,IT0005466963,RFG,<div class='nowrap pointer' title='Euronext Growth Milan' >EXGM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>5.74</span></div>,<div class='text-right pd_percent'><span class=red>-2.71%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">5.74</div>","<div class=""text-right"">17 Jul 2023</div>"
1762,,<a href='/en/product/equities/IT0005379737-EXGM/radici/rad/quotes' data-order='RADICI' data-title-hover='RADICI'>RADICI</a>,IT0005379737,RAD,<div class='nowrap pointer' title='Euronext Growth Milan' >EXGM</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>1.30</span></div>,<div class='text-right pd_percent'><span class=red>-0.76%</span></div>,"<div class='text-right pointer tooltipDesign' >09:03 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">1.30</div>","<div class=""text-right"">17 Jul 2023</div>"
1763,,<a href='/en/product/equities/IT0005054967-MTAA/rai-way/rway/quotes' data-order='RAI WAY' data-title-hover='RAI WAY'>RAI WAY</a>,IT0005054967,RWAY,<div class='nowrap pointer' title='Euronext Milan' >MTAA</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>5.14</span></div>,<div class='text-right pd_percent'><span class=red>-1.34%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">5.14</div>","<div class=""text-right"">17 Jul 2023</div>"
1764,,<a href='/en/product/equities/PTRIZ0AM0009-ENXL/raize/mlrze/quotes' data-order='RAIZE' data-title-hover='RAIZE-INSTITUICAO DE PAGAMENTOS S.A.'>RAIZE</a>,PTRIZ0AM0009,MLRZE,<div class='nowrap pointer' title='Euronext Access Lisbon' >ENXL</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.71</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >16:30 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.71</div>","<div class=""text-right"">17 Jul 2023</div>"
1765,,<a href='/en/product/equities/FR0000060618-XPAR/rallye/ral/quotes' data-order='RALLYE' data-title-hover='RALLYE'>RALLYE</a>,FR0000060618,RAL,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.867</span></div>,<div class='text-right pd_percent'><span class=red>-3.67%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.867</div>","<div class=""text-right"">17 Jul 2023</div>"
1766,,<a href='/en/product/equities/PTFRV0AE0004-XLIS/ramada/ram/quotes' data-order='RAMADA' data-title-hover='RAMADA INVESTIMENTOS E INDUSTRIA S.A.'>RAMADA</a>,PTFRV0AE0004,RAM,<div class='nowrap pointer' title='Euronext Lisbon' >XLIS</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>6.42</span></div>,<div class='text-right pd_percent'><span class=red>-0.93%</span></div>,"<div class='text-right pointer tooltipDesign' >15:35 WEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">6.42</div>","<div class=""text-right"">17 Jul 2023</div>"
1767,,<a href='/en/product/equities/FR0000044471-XPAR/ramsay-gen-sante/gds/quotes' data-order='RAMSAY GEN SANTE' data-title-hover='RAMSAY GENERALE DE SANTE'>RAMSAY GEN SANTE</a>,FR0000044471,GDS,<div class='nowrap pointer' title='Euronext Paris' >XPAR</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>20.90</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>1.95%</span></div>,"<div class='text-right pointer tooltipDesign' >17:11 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">20.90</div>","<div class=""text-right"">17 Jul 2023</div>"
1768,,<a href='/en/product/equities/NO0010907389-XOSL/rana-gruber/rana/quotes' data-order='RANA GRUBER' data-title-hover='RANA GRUBER ASA'>RANA GRUBER</a>,NO0010907389,RANA,<div class='nowrap pointer' title='Oslo Børs' >XOSL</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>54.80</span></div>,<div class='text-right pd_percent'><span class=red>-2.32%</span></div>,"<div class='text-right pointer tooltipDesign' >16:25 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">54.80</div>","<div class=""text-right"">17 Jul 2023</div>"
1769,,<a href='/en/product/equities/NL0000379121-XAMS/randstad-nv/rand/quotes' data-order='RANDSTAD NV' data-title-hover='Randstad N.V.'>RANDSTAD NV</a>,NL0000379121,RAND,<div class='nowrap pointer' title='Euronext Amsterdam' >XAMS</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>51.64</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>1.06%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">51.64</div>","<div class=""text-right"">17 Jul 2023</div>"
1770,,<a href='/en/product/equities/GB00BLG2TX24-ALXP/rapid-nutrition/alrpd/quotes' data-order='RAPID NUTRITION' data-title-hover='RAPID NUTRITION'>RAPID NUTRITION</a>,GB00BLG2TX24,ALRPD,<div class='nowrap pointer' title='Euronext Growth Paris' >ALXP</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.001</span></div>,<div class='text-right pd_percent'>-</div>,"<div class='text-right pointer tooltipDesign' >17:26 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.001</div>","<div class=""text-right"">17 Jul 2023</div>"
1771,,<a href='/en/product/equities/IT0004724107-MTAA/ratti/rat/quotes' data-order='RATTI' data-title-hover='RATTI'>RATTI</a>,IT0004724107,RAT,<div class='nowrap pointer' title='Euronext Milan' >MTAA</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>2.80</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.36%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">2.80</div>","<div class=""text-right"">17 Jul 2023</div>"
1772,,<a href='/en/product/equities/IT0004931496-MTAA/rcs-mediagroup/rcs/quotes' data-order='RCS MEDIAGROUP' data-title-hover='RCS MEDIAGROUP'>RCS MEDIAGROUP</a>,IT0004931496,RCS,<div class='nowrap pointer' title='Euronext Milan' >MTAA</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>0.702</span></div>,<div class='text-right pd_percent'><span class=text-brand-kelly-green>0.14%</span></div>,"<div class='text-right pointer tooltipDesign' >17:35 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">0.702</div>","<div class=""text-right"">17 Jul 2023</div>"
1773,,<a href='/en/product/equities/NO0003117202-XOSL/reach-subsea/reach/quotes' data-order='REACH SUBSEA' data-title-hover='REACH SUBSEA'>REACH SUBSEA</a>,NO0003117202,REACH,<div class='nowrap pointer' title='Oslo Børs' >XOSL</div>,<div class='text-right pd_currency_es'>NOK <span class='pd_last_price_es'>3.67</span></div>,<div class='text-right pd_percent'><span class=red>-2.65%</span></div>,"<div class='text-right pointer tooltipDesign' >16:25 CEST<span class=""tooltiptext"">17 Jul 2023</span></div>","<div class=""text-right"">3.67</div>","<div class=""text-right"">17 Jul 2023</div>"
1774,,<a href='/en/product/equities/BE0003841583-MLXB/realco/real/quotes' data-order='REALCO' data-title-hover='REALCO'>REALCO</a>,BE0003841583,REAL,<div class='nowrap pointer' title='Euronext Access Brussels' >MLXB</div>,<div class='text-right pd_currency_es'>EUR <span class='pd_last_price_es'>20.00</span></div>,<div class='text-right pd_percent'><span class=red>-4.76%</span></div>,"<div class='text-right pointer tooltipDesign' >23 Jun 2023<span class=""tooltiptext"">16:30 CEST</span></div>","<div class=""text-right"">20.00</div>","<div class=""text-right"">17 Jul 2023</div>"
